esclofollar_verb	éplucher_verb
literat_noun	écrivain_noun
espàstic_adjective	spastique_adjective
gorbatxov_propernoun	gorbachov_propernoun
ivonne_propernoun	ivonne_propernoun
martirio_propernoun	martirio_propernoun
afroamericà_adjective	afro-américain_adjective
sacerdoci_noun	sacerdoce_noun
eritrita_noun	érythrite_noun
comitè_noun	comité_noun
reajustament_noun	rééquilibrage_noun
gibelli_propernoun	gibelli_propernoun
peeters_propernoun	peeters_propernoun
alegria_propernoun	alegria_propernoun
clairmont_propernoun	clairmont_propernoun
domar_verb	dompter_verb
ateneu_noun	athénée_noun
incrementar_verb	accroître_verb
harry_propernoun	harry_propernoun
reticuloendotelial_adjective	réticulo-endothélial_adjective
aranha_propernoun	aranha_propernoun
grimà_propernoun	grimà_propernoun
àlex_propernoun	àlex_propernoun
gaina_propernoun	gaina_propernoun
malparit_noun	salop_noun
quadrivi_noun	quadrivium_noun
acumulatiu_adjective	cumulatif_adjective
anterozoide_noun	anthérozoïde_noun
producció_noun	production_noun
anorèxic_adjective	anorexique_adjective
trinitat-i-tobago_propernoun	trinité-et-tobago_propernoun
aldover_propernoun	aldover_propernoun
winnifred_propernoun	winnifred_propernoun
inconsiderat_adjective	inconsidéré_adjective
maria-del-carme_propernoun	maria-del-carme_propernoun
horowitz_propernoun	horowitz_propernoun
repte_noun	enjeu_noun
descongestiu_adjective	décongestif_adjective
moi_propernoun	moi_propernoun
fenoy_propernoun	fenoy_propernoun
reblar_verb	river_verb
perruquer_noun	coiffeur_noun
meromorf_adjective	méromorphe_adjective
theo_propernoun	theo_propernoun
llambrich_propernoun	llambrich_propernoun
ambigüitat_noun	ambigüité_noun
gitar_verb	jeter_verb
doctorand_noun	thésard_noun
eclesiàstic_noun	ecclésiastique_noun
negruzzi_propernoun	negruzzi_propernoun
alçament_noun	haussement_noun
avar_adjective	avaricieux_adjective
llacuna_noun	lacune_noun
descodificar_verb	décoder_verb
garrotar_verb	garroter_verb
despenjar_verb	décrocher_verb
exultant_adjective	exultant_adjective
nival_adjective	nival_adjective
xerrada_noun	causerie_noun
begoña_propernoun	begoña_propernoun
palesar_verb	manifester_verb
voluminós_adjective	volumineux_adjective
fer-fora_verb	expulser_verb
romaisae_propernoun	romaisae_propernoun
coprí_noun	coprin_noun
palestí_noun	palestinien_noun
tendir_verb	avoir-tendance_verb
seppänen_propernoun	seppänen_propernoun
plana-alta_propernoun	plana-alta_propernoun
debian-woody_propernoun	debian-woody_propernoun
conservatiu_adjective	conservatif_adjective
estrènyer_verb	étreindre_verb
britney_propernoun	britney_propernoun
hipertròfic_adjective	hypertrophique_adjective
garlar_verb	babiller_verb
azkuna_propernoun	azkuna_propernoun
inercial_adjective	inertiel_adjective
tarré_propernoun	tarré_propernoun
santa-eugènia-de-berga_propernoun	santa-eugènia-de-berga_propernoun
buoni_propernoun	buoni_propernoun
sakhalín_propernoun	sakhaline_propernoun
retrobament_noun	retrouvaille_noun
kopa_propernoun	kopa_propernoun
fisicalisme_noun	physicalisme_noun
belarmina_propernoun	belarmina_propernoun
novoa_propernoun	novoa_propernoun
delicat_adjective	délicat_adjective
aicha_propernoun	aicha_propernoun
quisling_propernoun	quisling_propernoun
bowie_propernoun	bowie_propernoun
igor_propernoun	igor_propernoun
calabós_noun	oubliettes_noun
botelho_propernoun	botelho_propernoun
lustre_noun	lustre_noun
altruisme_noun	altruisme_noun
lenició_noun	lénition_noun
estatut_noun	statut_noun
diatòpic_adjective	diatopique_adjective
desmodular_verb	démoduler_verb
masmorra_noun	cachot_noun
presídium_noun	présidium_noun
reglamentari_adjective	réglementaire_adjective
woody-allen_propernoun	woody-allen_propernoun
diabòlic_adjective	diabolique_adjective
marsellès_noun	marseillais_noun
tractació_noun	tractation_noun
zubeldia_propernoun	zubeldia_propernoun
bandiera_propernoun	bandiera_propernoun
cautelosament_adverb	cauteleusement_adverb
ancestralment_adverb	ancestralement_adverb
cereal_noun	céréale_noun
roma_propernoun	roma_propernoun
muntadas_propernoun	muntadas_propernoun
santa-maria-del-mar_propernoun	sainte-marie-de-la-mer_propernoun
fer-servir_verb	utiliser_verb
trempabilitat_noun	trempabilité_noun
lunda-sud_propernoun	lunda-sud_propernoun
ortodontista_noun	orthodontiste_noun
calculador_adjective	calculateur_adjective
genitalment_adverb	génitalement_adverb
rascón_propernoun	rascón_propernoun
septennalment_adverb	septennalement_adverb
fletcher_propernoun	fletcher_propernoun
rubiginós_adjective	rubigineux_adjective
sevilla_propernoun	séville_propernoun
nàdia_propernoun	nàdia_propernoun
fieraru_propernoun	fieraru_propernoun
massanes_propernoun	massanes_propernoun
manniello_propernoun	manniello_propernoun
bosch_propernoun	bosch_propernoun
compagnat_propernoun	compagnat_propernoun
eucaristia_noun	eucharistie_noun
rosalia_propernoun	rosalia_propernoun
aràbia_propernoun	arabie_propernoun
sensualista_adjective	sensualiste_adjective
la-qual-cosa_relativepronoun	ce-qui_relativepronoun
la-qual-cosa_pronoun	ce-qui_pronoun
guizzi_propernoun	guizzi_propernoun
petitori_adjective	pétitoire_adjective
catabolisme_noun	catabolisme_noun
llemosí_propernoun	limousin_propernoun
lunardi_propernoun	lunardi_propernoun
gárate_propernoun	gárate_propernoun
llapis_noun	crayon_noun
orabella_propernoun	orabella_propernoun
intertextualitat_noun	intertextualité_noun
telefonista_noun	standardiste_noun
axil·lar_adjective	axillaire_adjective
fusillo_propernoun	fusillo_propernoun
clorat_noun	chlorate_noun
teleportació_noun	téléportation_noun
desori_noun	pêle-mêle_noun
expulsiu_adjective	expulsif_adjective
eclèctic_adjective	éclectique_adjective
menchov_propernoun	menchov_propernoun
iratxe_propernoun	iratxe_propernoun
gras_propernoun	gras_propernoun
espectrofotometria_noun	spectrophotométrie_noun
bélier_noun	ariet_noun
almeda_propernoun	almeda_propernoun
brais_propernoun	brais_propernoun
subdesenvolupat_adjective	sous-développé_adjective
maiolo_propernoun	maiolo_propernoun
neurotoxina_noun	neurotoxine_noun
litografiar_verb	lithographier_verb
calcificar_verb	calcifier_verb
avorrit_adjective	ennuyant_adjective
molt_adverb	moult_adverb
haimar_propernoun	haimar_propernoun
gastroenterologia_noun	gastro-entérologie_noun
hagiografia_noun	hagiographie_noun
potestat_noun	puissance_noun
buñales_propernoun	buñales_propernoun
ira_noun	ira_noun
acetona_noun	acétone_noun
sarcozy_propernoun	sarcozy_propernoun
cimetidina_noun	cimétidine_noun
raffaelli_propernoun	raffaelli_propernoun
mil·lenarista_noun	millénariste_noun
sinistre_adjective	sinistre_adjective
coproducció_noun	coproduction_noun
més-amunt_adverb	au-dessus_adverb
senyor_noun	dame_noun
suavitat_noun	douceur_noun
aeronomia_noun	aéronomie_noun
incaut_noun	dupe_noun
majeur_propernoun	majeur_propernoun
von-herrmann_propernoun	von-herrmann_propernoun
delcuvellerie_propernoun	delcuvellerie_propernoun
vòrtex_noun	vortex_noun
mazzaracchio_propernoun	mazzaracchio_propernoun
anarquia_noun	anarchie_noun
invariable_adjective	invariable_adjective
psoe_noun	psoe_noun
restrènyer_verb	resserrer_verb
cadavèric_adjective	cadavérique_adjective
chandler_propernoun	chandler_propernoun
vint-i-sis_numeral	vingt-six_numeral
militaru_propernoun	militaru_propernoun
pep-consciències_propernoun	pep-consciències_propernoun
liberta_propernoun	liberta_propernoun
recusació_noun	récusation_noun
desgelar_verb	dégeler_verb
ben-educat_adjective	bien-élevé_adjective
espontani_adjective	spontané_adjective
gladwyn-jebb_propernoun	gladwyn-jebb_propernoun
cartagena_propernoun	carthagène_propernoun
tennyson_propernoun	tennyson_propernoun
biomedicina_noun	biomédecine_noun
antifeixista_noun	antifasciste_noun
a-curt-termini_adverb	à-court-terme_adverb
sydnee_propernoun	sydnee_propernoun
amputar_verb	amputer_verb
cañete_propernoun	cañete_propernoun
torrento_propernoun	torrento_propernoun
amigdalina_noun	amygdaline_noun
varga_propernoun	varga_propernoun
antisèpsia_noun	antisepsie_noun
carpio_propernoun	carpio_propernoun
prototípic_adjective	prototypique_adjective
lasagna_propernoun	lasagna_propernoun
idrissi_propernoun	idrissi_propernoun
setanta-cinc_numeral	soixante-quinze_numeral
disfressa_noun	déguisement_noun
parigi_propernoun	parigi_propernoun
emmotllar_verb	adopter_verb
matthams_propernoun	matthams_propernoun
volpini_propernoun	volpini_propernoun
pàl·lid_adjective	pâle_adjective
timoanalèptic_adjective	thymo-analeptique_adjective
aqüífer_noun	aquifère_noun
enxampar_verb	attraper_verb
unitat_noun	unité_noun
boursiquot_propernoun	boursiquot_propernoun
controlat_adjective	contrôlé_adjective
alfabèticament_adverb	alphabétiquement_adverb
esteganogràfic_adjective	stéganographique_adjective
pompa_noun	pompe_noun
ciampi_propernoun	ciampi_propernoun
ai_interjection	hélas_interjection
barzilai_propernoun	barzilai_propernoun
alimentador_noun	alimentateur_noun
vall-de-cardós_propernoun	vall-de-cardós_propernoun
merleta_noun	merlette_noun
la-licata_propernoun	la-licata_propernoun
odontològic_adjective	odontologique_adjective
berzosa_propernoun	berzosa_propernoun
capacitació_noun	formation_noun
poltroneria_noun	poltronnerie_noun
regar_verb	irriguer_verb
rădoi_propernoun	rădoi_propernoun
betsabeth_propernoun	betsabeth_propernoun
sandinista_noun	sandiniste_noun
teutònic_adjective	teutonique_adjective
ceitlin_propernoun	ceitlin_propernoun
multimèdia_adjective	multimédia_adjective
significació_noun	signification_noun
hivern_noun	hiver_noun
evocable_adjective	évocable_adjective
lacat_adjective	lacé_adjective
kayleigh_propernoun	kayleigh_propernoun
botador_noun	repoussoir_noun
da-palestrina_propernoun	da-palestrina_propernoun
maximilienne_propernoun	maximilienne_propernoun
jules_propernoun	jules_propernoun
palestinoisraelià_adjective	palestino-israélien_adjective
don-juan-tenorio_propernoun	don-juan-tenorio_propernoun
etnocultural_adjective	ethnoculturel_adjective
michaela_propernoun	michaela_propernoun
imitador_noun	imitateur_noun
axiologia_noun	axiologie_noun
nota_noun	note_noun
kinnock_propernoun	kinnock_propernoun
figuerola_propernoun	figuerola_propernoun
frontal_adjective	frontal_adjective
empatat_adjective	ex-aequo_adjective
txità_propernoun	tchita_propernoun
ovni_noun	ovni_noun
seixantena_noun	soixantaine_noun
acciona_propernoun	acciona_propernoun
petalisme_noun	pétalisme_noun
calar_verb	caler_verb
la-vall-d'uixó_propernoun	la-vall-d'uixó_propernoun
giammanco_propernoun	giammanco_propernoun
inès_propernoun	inès_propernoun
convalescent_noun	convalescent_noun
consagració_noun	consécration_noun
lligall_noun	liasse_noun
lledoner_noun	micocoulier_noun
dolz_propernoun	dolz_propernoun
promès_noun	promis_noun
batent_adjective	battant_adjective
bestial_adjective	bestial_adjective
fred_propernoun	fred_propernoun
mello_propernoun	mello_propernoun
hermenegilda_propernoun	hermenegilda_propernoun
sant-martí-d'albars_propernoun	sant-martí-d'albars_propernoun
episiotomia_noun	épisiotomie_noun
peramola_propernoun	peramola_propernoun
autonòmic_adjective	autonome_adjective
dunberry_propernoun	dunberry_propernoun
guastella_propernoun	guastella_propernoun
ciria_propernoun	ciria_propernoun
collura_propernoun	collura_propernoun
trimotor_noun	trimoteur_noun
dakota-del-sud_propernoun	dakota-du-sud_propernoun
labrada_propernoun	labrada_propernoun
creditor_adjective	créancier_adjective
del-olmo_propernoun	del-olmo_propernoun
palenzuela_propernoun	palenzuela_propernoun
indirectament_adverb	indirectement_adverb
antidogmàtic_adjective	antidogmatique_adjective
bernarde_propernoun	bernarde_propernoun
loís_propernoun	loís_propernoun
al·lergen_noun	allergène_noun
post-de-comandament_noun	poste-de-commandement_noun
marie_propernoun	marie_propernoun
campdepadrós_propernoun	campdepadrós_propernoun
antituberculós_adjective	antituberculeux_adjective
podàlic_adjective	podalique_adjective
pesco_propernoun	pesco_propernoun
citació_noun	mandat-de-comparution_noun
lucia_propernoun	lucia_propernoun
avcı_propernoun	avcı_propernoun
destrossa_noun	destruction_noun
joannette_propernoun	joannette_propernoun
antidiabètic_noun	antidiabétique_noun
osanne_propernoun	osanne_propernoun
maçonat_adjective	maçonné_adjective
claudette_propernoun	claudette_propernoun
blacksmith_propernoun	blacksmith_propernoun
poliomielitis_noun	poliomyélite_noun
camaraderia_noun	camaraderie_noun
poèticament_adverb	poétiquement_adverb
rel_noun	racine_noun
cortopassi_propernoun	cortopassi_propernoun
contactor_noun	contacteur_noun
nord_adjective	nord_adjective
còrsega_propernoun	corse_propernoun
edwards_propernoun	edwards_propernoun
radiofònic_adjective	radiophonique_adjective
janones_propernoun	janones_propernoun
arabitol_noun	arabitol_noun
cobrament_noun	encaissement_noun
cristià_adjective	chrétien_adjective
bégin_propernoun	bégin_propernoun
el-diario-vasco_propernoun	el-diario-vasco_propernoun
semàfor_noun	sémaphore_noun
cinquanta-vuitè_adjective	cinquante-huitième_adjective
detroit_propernoun	détroit_propernoun
pina_propernoun	pina_propernoun
rentaplats_noun	lave-vaisselle_noun
llunyà_adjective	lointain_adjective
refer_verb	refaire_verb
alà_adjective	alain_adjective
esmirna_propernoun	izmir_propernoun
lembo_propernoun	lembo_propernoun
extractivista_adjective	extractiviste_adjective
agüero_propernoun	agüero_propernoun
deixar_verb	laisser_verb
heterosexual_noun	hétérosexuel_noun
davant_preposition	devant_preposition
debian-jessie_propernoun	debian-jessie_propernoun
flexuositat_noun	flexuosité_noun
maza_propernoun	maza_propernoun
humphrey_propernoun	humphrey_propernoun
flexional_adjective	flexionnel_adjective
sociolecte_noun	sociolecte_noun
arquejat_adjective	arqué_adjective
proxèmic_adjective	proxémique_adjective
calumniar_verb	diffamer_verb
camp_noun	camp_noun
diada_noun	jour_noun
vil·la_noun	villa_noun
dèbil_adjective	faible_adjective
antropomètric_adjective	anthropométrique_adjective
consternar_verb	stupéfier_verb
kenià_adjective	kenyan_adjective
muste_propernoun	muste_propernoun
aureliano_propernoun	aureliano_propernoun
pintar-grafits_verb	taguer_verb
cantonalista_noun	cantonaliste_noun
hiroshima_propernoun	hiroshima_propernoun
rótova_propernoun	rótova_propernoun
tèrbol_adjective	louche_adjective
desertor_adjective	déserteur_adjective
cargolar_verb	visser_verb
granar_verb	grener_verb
cossa_propernoun	cossa_propernoun
giannini_propernoun	giannini_propernoun
mabby_propernoun	mabby_propernoun
calamina_noun	calamine_noun
gambino_propernoun	gambino_propernoun
edulcoració_noun	édulcoration_noun
logaritme_noun	logarithme_noun
aòrtic_adjective	aortique_adjective
adoración_propernoun	adoración_propernoun
monica_propernoun	monica_propernoun
vallès-occidental_propernoun	vallès-occidental_propernoun
cuperlo_propernoun	cuperlo_propernoun
d'ockham_propernoun	d'ockham_propernoun
guillat_adjective	déjanté_adjective
lonardo_propernoun	lonardo_propernoun
cap-endavant_adverb	en-avant_adverb
cau_noun	tanière_noun
vetar_verb	mettre-son-véto-à_verb
lloc-web_noun	site-internet_noun
buttigieg_propernoun	buttigieg_propernoun
còmic_noun	bande-dessinée_noun
dissident_adjective	dissident_adjective
von-haller_propernoun	von-haller_propernoun
gravitar_verb	graviter_verb
reestructurar_verb	restructurer_verb
trevisanato_propernoun	trevisanato_propernoun
carismàtic_adjective	charismatique_adjective
pelvis_noun	bassin_noun
perfeccionista_adjective	perfectionniste_adjective
musculat_adjective	musclé_adjective
amplificació_noun	amplification_noun
pólvora_noun	poudre_noun
desguàs_noun	casse_noun
amargament_adverb	amèrement_adverb
cec_adjective	aveugle_adjective
empastifar_verb	poisser_verb
morcone_propernoun	morcone_propernoun
despendre_verb	dégager_verb
martos_propernoun	martos_propernoun
frances_propernoun	frances_propernoun
formador_adjective	formateur_adjective
originàriament_adverb	originairement_adverb
shyanne_propernoun	shyanne_propernoun
caducifoli_adjective	décidu_adjective
paré_propernoun	paré_propernoun
deprimir_verb	déprimer_verb
chaperon_propernoun	chaperon_propernoun
formalització_noun	formalisation_noun
exclusiva_noun	exclusive_noun
tamborindeguy_propernoun	tamborindeguy_propernoun
traversy_propernoun	traversy_propernoun
flexografia_noun	flexographie_noun
predisposició_noun	prédisposition_noun
juliet_propernoun	juliet_propernoun
shirley_propernoun	shirley_propernoun
mosqueteria_noun	mousquèterie_noun
calorificació_noun	calorification_noun
bacci_propernoun	bacci_propernoun
gruta_noun	grotte_noun
bouzard_propernoun	bouzard_propernoun
llec_adjective	laïque_adjective
rafter_propernoun	rafter_propernoun
florange_propernoun	florange_propernoun
fumós_adjective	fumeux_adjective
timmons_propernoun	timmons_propernoun
pastifejar_verb	barbouiller_verb
