by-a-whisker_adverb	pels-pèls_adverb
jenlyns_propernoun	jenlyns_propernoun
corvette_noun	corbeta_noun
amateur_noun	afeccionat_noun
stallion_noun	semental_noun
thrust_verb	empènyer_verb
serially_adverb	en-sèrie_adverb
discontinue_verb	discontinuar_verb
run_verb	córrer_verb
jacobus_propernoun	jacobus_propernoun
borough_noun	burg_noun
within-seconds_adverb	en-segons_adverb
rodolfo_propernoun	rodolfo_propernoun
mya_propernoun	mya_propernoun
syndic_noun	síndic_noun
performance_noun	actuació_noun
bertomeu_propernoun	bertomeu_propernoun
rock_verb	gronxar_verb
industry_noun	indústria_noun
wilkie_propernoun	wilkie_propernoun
pajares_propernoun	pajares_propernoun
coca_propernoun	coca_propernoun
abramo_propernoun	abramo_propernoun
editorial-staff_noun	redacció_noun
scorbutus_noun	escorbut_noun
audit_verb	auditar_verb
bakarne_propernoun	bakarne_propernoun
refinance_noun	refinançament_noun
luo_propernoun	luo_propernoun
construe_verb	analitzar-sintàcticament_verb
crisp_noun	patata-fregida_noun
hydronephrosis_noun	hidronefrosi_noun
cupidon_propernoun	cupidon_propernoun
invisible_adjective	invisible_adjective
dream_verb	somiar_verb
chevanel_propernoun	chevanel_propernoun
kournikova_propernoun	kúrnikova_propernoun
el-ouahabi_propernoun	el-ouahabi_propernoun
ortiz_propernoun	ortiz_propernoun
step-into_verb	entrar_verb
panther_noun	pantera_noun
intelligibility_noun	intel·ligibilitat_noun
obedient_adjective	obedient_adjective
crête_propernoun	crête_propernoun
myopia_noun	miopia_noun
tita_propernoun	tita_propernoun
alceo_propernoun	alceo_propernoun
valcourt_propernoun	valcourt_propernoun
argumentation_noun	argumentació_noun
centeno_propernoun	centeno_propernoun
alepio_propernoun	alepio_propernoun
disadvantaged_adjective	desavantatjat_adjective
diario-montañés_propernoun	diario-montañés_propernoun
diet_noun	dieta_noun
voiceless_adjective	sord_adjective
transformation_noun	transformació_noun
explosion_noun	explosió_noun
cryptography_noun	criptografia_noun
interestingly-enough_adverb	curiosament_adverb
alessandra_propernoun	alessandra_propernoun
adonay_propernoun	adonay_propernoun
el-alamein_propernoun	el-alamein_propernoun
monserrat_propernoun	monserrat_propernoun
major_propernoun	major_propernoun
grammatically_adverb	gramaticalment_adverb
tungsten_noun	tungstè_noun
ruskin_propernoun	ruskin_propernoun
outrage_noun	ultratge_noun
tardà_propernoun	tardà_propernoun
hierro_propernoun	hierro_propernoun
tyshawn_propernoun	tyshawn_propernoun
assertion_noun	asseveració_noun
uruguayan_noun	uruguaià_noun
deguise_propernoun	deguise_propernoun
schedule_verb	planificar_verb
mutually_adverb	mútuament_adverb
espona_propernoun	espona_propernoun
in-a-straight-line_adverb	en-línia-recta_adverb
monstrosity_noun	monstruositat_noun
magina_propernoun	magina_propernoun
useless_adjective	inútil_adjective
perfectionist_adjective	perfeccionista_adjective
organicism_noun	organicisme_noun
squabble_verb	renyir_verb
carey_propernoun	carey_propernoun
macroglia_noun	macròglia_noun
in-good-conscience_adverb	amb-la-consciència-tranquil·la_adverb
hegemonic_adjective	hegemònic_adjective
slurry_noun	beurada_noun
rigall_propernoun	rigall_propernoun
incessant_adjective	incessant_adjective
pious_adjective	piadós_adjective
seizure_noun	confiscació_noun
comeau_propernoun	comeau_propernoun
exile_verb	exiliar_verb
composition_noun	composició_noun
semiannual_adjective	semestral_adjective
honorific_adjective	honorífic_adjective
neurochemistry_noun	neuroquímica_noun
brandt_propernoun	brandt_propernoun
landolfo_propernoun	landolfo_propernoun
thistle_noun	card_noun
orivé_propernoun	orivé_propernoun
hypoparathyroidism_noun	hipoparatiroïdisme_noun
hemosialemesis_noun	hemosialèmesi_noun
internalism_noun	internalisme_noun
anduela_propernoun	anduela_propernoun
flotats_propernoun	flotats_propernoun
champion_noun	campió_noun
beas_propernoun	beas_propernoun
figo_propernoun	figo_propernoun
fork_noun	bifurcació_noun
roberte_propernoun	roberte_propernoun
womb_noun	úter_noun
farrán_propernoun	farrán_propernoun
regardless_adverb	costi-el-que-costi_adverb
marsupialisation_noun	marsupialització_noun
rhys_propernoun	rhys_propernoun
freudian_adjective	freudià_adjective
replacement_noun	substitució_noun
&_coordinatingconjunction	i_coordinatingconjunction
eurozone_propernoun	zona-euro_propernoun
finnish_adjective	finlandès_adjective
catalda_propernoun	catalda_propernoun
gross_adjective	brut_adjective
natàlia_propernoun	natàlia_propernoun
gorilla_noun	goril·la_noun
nibelung_propernoun	nibelung_propernoun
cross_verb	travessar_verb
brooks_propernoun	brooks_propernoun
getaria_propernoun	getaria_propernoun
octagon_noun	octògon_noun
felguera_propernoun	felguera_propernoun
salina_propernoun	salina_propernoun
shaira_propernoun	shaira_propernoun
human-being_noun	ésser-humà_noun
celestial_adjective	celestial_adjective
fair-haired_adjective	ros_adjective
carnivore_noun	carnívor_noun
emerico_propernoun	emerico_propernoun
timetable_noun	horari_noun
on-the-other-hand_adverb	per-altra-banda_adverb
cronier_propernoun	cronier_propernoun
raquel_propernoun	raquel_propernoun
beggar_noun	captaire_noun
press_verb	prémer_verb
ditch_noun	cuneta_noun
jerónimo_propernoun	jerónimo_propernoun
at-his-request_adverb	a-petició-seva_adverb
köppen_propernoun	köppen_propernoun
cabin_noun	cabana_noun
bouquet_noun	toia_noun
luciano_propernoun	luciano_propernoun
thivierge_propernoun	thivierge_propernoun
finlay_propernoun	finlay_propernoun
microsecond_noun	microsegon_noun
in-days-to-come_adverb	en-el-futur_adverb
cynically_adverb	cínicament_adverb
turnout_noun	participació_noun
weekes_propernoun	weekes_propernoun
astrolabe_noun	astrolabi_noun
solidify_verb	solidificar_verb
telepathic_adjective	telepàtic_adjective
tost_propernoun	tost_propernoun
predominantly_adverb	predominantment_adverb
beret_noun	boina_noun
somnambulism_noun	somnambulisme_noun
saucedo_propernoun	saucedo_propernoun
settimio_propernoun	settimio_propernoun
no_adverb	no_adverb
phonetically_adverb	fonèticament_adverb
reach-for_verb	agafar_verb
frederik_propernoun	frederik_propernoun
chloé_propernoun	chloé_propernoun
damas_propernoun	damas_propernoun
chrome_noun	crom_noun
kwan_propernoun	kwan_propernoun
vulgarity_noun	vulgaritat_noun
suggestive_adjective	suggestiu_adjective
finish_verb	rematar_verb
thiago_propernoun	thiago_propernoun
diaspora_noun	diàspora_noun
rigid_adjective	rígid_adjective
trip_noun	viatge_noun
testimony_noun	testimoniatge_noun
disarticulation_noun	desarticulació_noun
menelaus_propernoun	menelau_propernoun
white-haired_adjective	canós_adjective
poucachiche_propernoun	poucachiche_propernoun
thin_adjective	prim_adjective
ea_propernoun	ea_propernoun
iolaf_propernoun	iolaf_propernoun
jessie_propernoun	jessie_propernoun
depopulation_noun	despoblament_noun
confusingly_adverb	de-manera-confusa_adverb
ponderous_adjective	pesat_adjective
from-across-the-sea_adverb	d'ultramar_adverb
wind-direction_noun	direcció-del-vent_noun
triplet_noun	tercet_noun
delaney_propernoun	delaney_propernoun
afford_verb	proporcionar_verb
carmina_propernoun	carmina_propernoun
descent_noun	baixada_noun
accomplish_verb	acomplir_verb
at-one-stroke_adverb	d'una-plomada_adverb
doriano_propernoun	doriano_propernoun
expert_noun	pèrit_noun
yawn_verb	badallar_verb
at-the-most_adverb	com-a-màxim_adverb
covariance_noun	covariància_noun
oxytonic_adjective	oxíton_adjective
crocodile_noun	cocodril_noun
cosgrove_propernoun	cosgrove_propernoun
gibouleau_propernoun	gibouleau_propernoun
some_adverb	una-mica_adverb
mantissa_noun	mantissa_noun
termes_propernoun	termes_propernoun
saul_propernoun	saul_propernoun
semidiurnal_adjective	semidiürn_adjective
attack_verb	atemptar_verb
barrot_propernoun	barrot_propernoun
oda_propernoun	oda_propernoun
flower-bed_noun	parterre_noun
metabolise_verb	metabolitzar_verb
assassination_noun	assassinat_noun
amicably_adverb	cordialment_adverb
due-south_adverb	directament-al-sud_adverb
curaçao_propernoun	curaçao_propernoun
fibrin_noun	fibrina_noun
transport_verb	transportar_verb
haddad_propernoun	haddad_propernoun
dimitrov_propernoun	dimitrov_propernoun
clair_propernoun	clair_propernoun
folklore_noun	folklore_noun
adelaida_propernoun	adelaida_propernoun
camós_propernoun	camós_propernoun
mark_verb	tacar_verb
de-souza_propernoun	de-souza_propernoun
selective_adjective	selectiu_adjective
uranium_noun	urani_noun
transceiver_noun	transceptor_noun
dorita_propernoun	dorita_propernoun
lévy_propernoun	lévy_propernoun
in-no-uncertain-terms_adverb	sense-embuts_adverb
semifinalist_noun	semifinalista_noun
orally_adverb	oralment_adverb
genevois_propernoun	genevois_propernoun
lasnier_propernoun	lasnier_propernoun
inflict_verb	infligir_verb
schweitzer_propernoun	schweitzer_propernoun
at-all-costs_adverb	costi-el-que-costi_adverb
cheaply_adverb	amb-pocs-diners_adverb
subhead_noun	subtítol_noun
smoke_verb	fumar_verb
abigayle_propernoun	abigayle_propernoun
longuépée_propernoun	longuépée_propernoun
roderick_propernoun	roderick_propernoun
cocoon_noun	capoll_noun
tubular_adjective	tubular_adjective
palette_noun	paleta_noun
mesenchymatous_adjective	mesenquimàtic_adjective
informant_noun	informant_noun
pay-out_verb	pagar_verb
way-over_adverb	molt-per-sobre_adverb
côté_propernoun	côté_propernoun
tendency_noun	tendència_noun
in-the-middle_adverb	al-mig_adverb
at-that-very-second_adverb	en-aquell-precís-moment_adverb
orchid_noun	orquídia_noun
source_noun	font_noun
dizziness_noun	mareig_noun
employee_noun	empleat_noun
forcibly_adverb	forçadament_adverb
latex_propernoun	latex_propernoun
frost_propernoun	frost_propernoun
content_noun	contingut_noun
arbour_noun	pèrgola_noun
bessemer_propernoun	bessemer_propernoun
pedion_noun	pedió_noun
scar_noun	cicatriu_noun
bottom_noun	fons_noun
delvecchio_propernoun	delvecchio_propernoun
immoral_adjective	immoral_adjective
loot_verb	arrencar_verb
palliative_adjective	pal·liatiu_adjective
labour_noun	treball_noun
secretion_noun	secreció_noun
antithesis_noun	antítesi_noun
basketball_noun	bàsquet_noun
indoor_adjective	interior_adjective
vaudeville_noun	vodevil_noun
arguable_adjective	discutible_adjective
indeterminable_adjective	indeterminable_adjective
metcalfe_propernoun	metcalfe_propernoun
lépine_propernoun	lépine_propernoun
meditative_adjective	meditatiu_adjective
senate_noun	senat_noun
urgellés_propernoun	urgellés_propernoun
waffle_noun	xerrameca_noun
de-miguel_propernoun	de-miguel_propernoun
baño_propernoun	baño_propernoun
resonator_noun	ressonador_noun
morphophonology_noun	morfofonologia_noun
virtually_adverb	virtualment_adverb
mas-i-vives_propernoun	mas-i-vives_propernoun
minimalism_noun	minimalisme_noun
augustin_propernoun	augustin_propernoun
gleeton_propernoun	gleeton_propernoun
capstan_noun	cabrestant_noun
goddard_propernoun	goddard_propernoun
guinart_propernoun	guinart_propernoun
cruz_propernoun	cruz_propernoun
lubricate_verb	lubrificar_verb
extinguisher_noun	extintor_noun
promote_verb	promoure_verb
in-twos_adverb	per-la-meitat_adverb
sciortino_propernoun	sciortino_propernoun
fellowship_noun	companyonia_noun
timoteo_propernoun	timoteo_propernoun
completely_adverb	completament_adverb
escape_noun	fuga_noun
alfaro_propernoun	alfaro_propernoun
go_verb	rodar_verb
transformationalism_noun	transformacionalisme_noun
boo_verb	esbroncar_verb
hecht_propernoun	hecht_propernoun
juande-ramos_propernoun	juande-ramos_propernoun
teolis_propernoun	teolis_propernoun
confrontational_adjective	polèmic_adjective
decode_verb	descodificar_verb
daner_propernoun	daner_propernoun
utensil_noun	estri_noun
fidelity_noun	fidelitat_noun
cordectomy_noun	cordectomia_noun
numberless_adjective	innombrable_adjective
azerbaijan_propernoun	azerbaidjan_propernoun
corzo_propernoun	corzo_propernoun
lauro_propernoun	lauro_propernoun
juanola_propernoun	juanola_propernoun
homan_propernoun	homan_propernoun
bing_propernoun	bing_propernoun
challenging_adjective	desafiador_adjective
employment_noun	ocupació_noun
julian_adjective	julià_adjective
inquisitor_noun	inquisidor_noun
dawn_propernoun	dawn_propernoun
paradox_noun	paradoxa_noun
malefactor_noun	malfactor_noun
debut_noun	debut_noun
keisy_propernoun	keisy_propernoun
parisé_propernoun	parisé_propernoun
tobías_propernoun	tobías_propernoun
real_adjective	reial_adjective
funding_noun	finançament_noun
simonette_propernoun	simonette_propernoun
antedate_verb	precedir_verb
garcía_propernoun	garcía_propernoun
epithelium_noun	epiteli_noun
hypoplasia_noun	hipoplàsia_noun
adverb_noun	adverbi_noun
appraisal_noun	valoració_noun
moving_adjective	emotiu_adjective
barack_propernoun	barack_propernoun
subsection_noun	incís_noun
cañadas_propernoun	cañadas_propernoun
prevaricate_verb	prevaricar_verb
pit_noun	fossa_noun
response_noun	resposta_noun
rearm_verb	rearmar_verb
gently_adverb	afablement_adverb
antler_noun	banya_noun
lock_verb	tancar-amb-clau_verb
ovid_propernoun	ovidi_propernoun
thin_verb	aprimar_verb
eyesight_noun	vista_noun
subliminal_adjective	subliminal_adjective
giampiero_propernoun	giampiero_propernoun
isolationism_noun	aïllacionisme_noun
pin_noun	passador_noun
shit_noun	merda_noun
nepalese_noun	nepalès_noun
galceran_propernoun	galceran_propernoun
school_noun	escola_noun
gather_verb	reunir_verb
hedonistic_adjective	hedonista_adjective
care_noun	assistència_noun
sayol_propernoun	sayol_propernoun
gem_noun	gemma_noun
candidly_adverb	francament_adverb
position_noun	posició_noun
sergi-mas_propernoun	sergi-mas_propernoun
chrysippus_propernoun	crisip_propernoun
curie_noun	curie_noun
balulde_propernoun	balulde_propernoun
cavanagh_propernoun	cavanagh_propernoun
logarithmic_adjective	logarítmic_adjective
garbled_adjective	confús_adjective
lesly_propernoun	lesly_propernoun
upper-case_adjective	majúscul_adjective
khyber-pakhtunkhwa_propernoun	khyber-pakhtunkhwa_propernoun
urination_noun	micció_noun
piss_verb	pixar_verb
twist_verb	serpentejar_verb
agnosticism_noun	agnosticisme_noun
apostle_noun	apòstol_noun
fernánda_propernoun	fernánda_propernoun
listener_noun	oient_noun
go-down_verb	davallar_verb
nevaeh_propernoun	nevaeh_propernoun
cross_noun	creu_noun
lael_propernoun	lael_propernoun
until-successful_adverb	fins-a-tenir-èxit_adverb
tissot_propernoun	tissot_propernoun
lipoprotein_noun	lipoproteïna_noun
radio-telescope_noun	radiotelescopi_noun
stable_adjective	estable_adjective
plaster_verb	enguixar_verb
rizk_propernoun	rizk_propernoun
overgrazing_noun	sobrepasturatge_noun
novo_propernoun	novo_propernoun
maltais_propernoun	maltais_propernoun
materialisation_noun	materialització_noun
snort_verb	esbufegar_verb
reread_verb	rellegir_verb
sack_noun	sac_noun
magdalena_propernoun	magdalena_propernoun
geminiano_propernoun	geminiano_propernoun
daphne_propernoun	daphne_propernoun
salvá_propernoun	salvá_propernoun
sénécal_propernoun	sénécal_propernoun
audeliano_propernoun	audeliano_propernoun
fork_noun	forquilla_noun
with-great-pain_adverb	amb-gran-dolor_adverb
duarte_propernoun	duarte_propernoun
junior_propernoun	junior_propernoun
outfit_noun	roba_noun
cryogenic_adjective	criogènic_adjective
cliff_noun	penya-segat_noun
melanie_propernoun	melanie_propernoun
scooter_noun	patinet_noun
calyx_noun	calze_noun
cameroon_propernoun	camerun_propernoun
resolve_verb	resoldre_verb
cárceles_propernoun	cárceles_propernoun
zombie_noun	zombi_noun
inarticulate_adjective	inarticulat_adjective
kgb_noun	kgb_noun
incorrelation_noun	incorrelació_noun
revive_verb	reanimar_verb
roughly-speaking_adverb	a-grans-trets_adverb
babilas_propernoun	babilas_propernoun
puigmarti_propernoun	puigmarti_propernoun
mersenne_propernoun	mersenne_propernoun
óscar-pereiro_propernoun	óscar-pereiro_propernoun
milwaukee_propernoun	milwaukee_propernoun
overestimate_verb	sobrevalorar_verb
continuation_noun	continuació_noun
coombes_propernoun	coombes_propernoun
scale_noun	bàscula_noun
gondwana_propernoun	gondwana_propernoun
pirouette_noun	cabriola_noun
olfactory_adjective	olfactiu_adjective
segway_propernoun	segway_propernoun
shell_noun	petxina_noun
zoé_propernoun	zoé_propernoun
saturate_verb	saturar_verb
federate_verb	federar_verb
pullman_propernoun	pullman_propernoun
sprint_noun	esprint_noun
jump-over_verb	saltar_verb
proscribe_verb	proscriure_verb
cellphone_noun	telèfon-mòbil_noun
very_adverb	gaire_adverb
sublimate_verb	sublimar_verb
violeta_propernoun	violeta_propernoun
gate_noun	comporta_noun
honeycomb_noun	bresca_noun
piety_noun	pietat_noun
androlo_propernoun	androlo_propernoun
dalmau_propernoun	dalmau_propernoun
empty_adjective	desert_adjective
sarra_propernoun	sarra_propernoun
vaugeois_propernoun	vaugeois_propernoun
squad_noun	escamot_noun
systole_noun	sístole_noun
soy_propernoun	soy_propernoun
crash_verb	estavellar_verb
mikel_propernoun	mikel_propernoun
anatoly_propernoun	anatoly_propernoun
vasodilation_noun	vasodilatació_noun
blanes_propernoun	blanes_propernoun
tribal_adjective	tribal_adjective
podiatrist_noun	podòleg_noun
pohl_propernoun	pohl_propernoun
dynamic_adjective	dinàmic_adjective
turk_propernoun	turk_propernoun
regicide_noun	regicidi_noun
photolysis_noun	fotòlisi_noun
ironing_noun	planxada_noun
alden_propernoun	alden_propernoun
solans_propernoun	solans_propernoun
goupil_propernoun	goupil_propernoun
slow_adverb	a-poc-a-poc_adverb
bark_noun	lladruc_noun
courage_noun	valor_noun
audiphone_noun	audiòfon_noun
