ilegitimamente_adverb	il·legítimament_adverb
vlad_propernoun	vlad_propernoun
cretáceo_noun	cretaci_noun
l'ametlla-del-vallès_propernoun	l'ametlla-del-vallès_propernoun
marxista_adjective	marxista_adjective
lecault_propernoun	lecault_propernoun
comportamento_noun	capteniment_noun
subjetividade_noun	subjectivitat_noun
superiormente_adverb	superiorment_adverb
ourense_propernoun	orense_propernoun
torrés_propernoun	torrés_propernoun
lóbulo_noun	lòbul_noun
empordà_propernoun	empordà_propernoun
sucussão_noun	sucussió_noun
el-mouden_propernoun	el-mouden_propernoun
batente_adjective	batent_adjective
infalibilidade_noun	infal·libilitat_noun
alier_propernoun	alier_propernoun
göring_propernoun	göring_propernoun
berrouard_propernoun	berrouard_propernoun
artilharia_noun	artilleria_noun
anexar_verb	annexar_verb
académico_adjective	acadèmic_adjective
oco_noun	buit_noun
dao_propernoun	dao_propernoun
falvo_propernoun	falvo_propernoun
central_adjective	cèntric_adjective
horário_adjective	horari_adjective
professoral_adjective	professoral_adjective
integrista_noun	integrista_noun
livingstone_propernoun	livingstone_propernoun
fogo_noun	foc_noun
berthelet_propernoun	berthelet_propernoun
acontecer_verb	esdevenir_verb
alycia_propernoun	alycia_propernoun
laniel_propernoun	laniel_propernoun
sáfico_adjective	sàfic_adjective
castilla_propernoun	castilla_propernoun
sexagésimo-sétimo_adjective	seixanta-setè_adjective
salvador_noun	salvador_noun
abortivo_noun	abortiu_noun
descubrir_verb	descubrir_verb
maoísta_adjective	maoista_adjective
polop_propernoun	polop_propernoun
gangrenoso_adjective	gangrenós_adjective
véspera-de-ano-novo_noun	nit-de-cap-d'any_noun
furgoneta_noun	camioneta_noun
centi_propernoun	centi_propernoun
portell-de-morella_propernoun	portell-de-morella_propernoun
pintos_propernoun	pintos_propernoun
dinamarca_propernoun	dinamarca_propernoun
giuliano_propernoun	giuliano_propernoun
touzel_propernoun	touzel_propernoun
manrubia_propernoun	manrubia_propernoun
cotiledonar_adjective	cotiledonar_adjective
litologia_noun	litologia_noun
ferrandino_propernoun	ferrandino_propernoun
elasticidade_noun	elasticitat_noun
balazs_propernoun	balazs_propernoun
arcebispo_noun	arquebisbe_noun
cury_propernoun	cury_propernoun
piano_adverb	piano_adverb
ratador_adjective	ratador_adjective
mestre_propernoun	mestre_propernoun
descongelado_adjective	descongelat_adjective
faust_propernoun	faust_propernoun
emu_noun	emú_noun
carod_propernoun	carod_propernoun
nisini_propernoun	nisini_propernoun
truffelli_propernoun	truffelli_propernoun
persaud_propernoun	persaud_propernoun
albuminúrico_adjective	albuminúric_adjective
docemente_adverb	dolçament_adverb
passanant-i-belltall_propernoun	passanant-i-belltall_propernoun
kajiro_propernoun	kajiro_propernoun
atzeneta-d'albaida_propernoun	atzeneta-d'albaida_propernoun
noventa-e-oito_numeral	noranta-vuit_numeral
basini_propernoun	basini_propernoun
neurótico_adjective	neuròtic_adjective
festa_noun	diada_noun
boussel_propernoun	boussel_propernoun
dimofte_propernoun	dimofte_propernoun
douarnenez_propernoun	douarnenez_propernoun
brun_propernoun	brun_propernoun
kahn_propernoun	kahn_propernoun
estratégico_adjective	estratègic_adjective
laforce_propernoun	laforce_propernoun
aviário_adjective	aviari_adjective
ciarlini_propernoun	ciarlini_propernoun
parramon_propernoun	parramon_propernoun
desempenhar_verb	ocupar_verb
varsoviano_adjective	varsovià_adjective
loyola_propernoun	loyola_propernoun
labranche_propernoun	labranche_propernoun
nilo_propernoun	nilo_propernoun
definir_verb	definir_verb
irrisoriamente_adverb	irrisòriament_adverb
o'carroll_propernoun	o'carroll_propernoun
gastó_propernoun	gastó_propernoun
substantivamente_adverb	substantivament_adverb
adventista_noun	adventista_noun
silverman_propernoun	silverman_propernoun
bíblia_noun	bíblia_noun
mikel_propernoun	mikel_propernoun
vergonhosamente_adverb	vergonyosament_adverb
manglano_propernoun	manglano_propernoun
hóstia_noun	hòstia_noun
neale_propernoun	neale_propernoun
espetrométrico_adjective	espectromètric_adjective
fluidal_adjective	fluidal_adjective
variadamente_adverb	variadament_adverb
toledano_adjective	toledà_adjective
mckellen_propernoun	mckellen_propernoun
legros_propernoun	legros_propernoun
hossu_propernoun	hossu_propernoun
mayra_propernoun	mayra_propernoun
maduração_noun	maduració_noun
zubeldia_propernoun	zubeldia_propernoun
ausserhofer_propernoun	ausserhofer_propernoun
relativismo_noun	relativisme_noun
silber_propernoun	silber_propernoun
cercós_propernoun	cercós_propernoun
viscondado_noun	vescomtat_noun
fotogramétrico_adjective	fotogramètric_adjective
lorenza_propernoun	lorenza_propernoun
dialecto_noun	dialecte_noun
passivo_noun	passiu_noun
inabitável_adjective	inhabitable_adjective
annan_propernoun	annan_propernoun
punitivo_adjective	punitiu_adjective
esterlino_adjective	esterlí_adjective
sarmático_adjective	sarmàtic_adjective
progressivo_adjective	progressiu_adjective
ter_verb	tenir_verb
leslie_propernoun	leslie_propernoun
von-großheim_propernoun	von-großheim_propernoun
predeterminação_noun	predeterminació_noun
desconcertante_adjective	desconcertant_adjective
valldepérez_propernoun	valldepérez_propernoun
thibaudeau_propernoun	thibaudeau_propernoun
seers_propernoun	seers_propernoun
miserável_adjective	miserable_adjective
arráez_propernoun	arráez_propernoun
fons_propernoun	fons_propernoun
pleonasticamente_adverb	pleonàsticament_adverb
pisapia_propernoun	pisapia_propernoun
breton_propernoun	breton_propernoun
anteposição_noun	anteposició_noun
sellathurai_propernoun	sellathurai_propernoun
waltz_propernoun	waltz_propernoun
burgio_propernoun	burgio_propernoun
xadrez_noun	escac_noun
di-dio_propernoun	di-dio_propernoun
jutras_propernoun	jutras_propernoun
capilaridade_noun	capil·laritat_noun
gasa_propernoun	gasa_propernoun
caiazza_propernoun	caiazza_propernoun
rumor_noun	rumor_noun
constatável_adjective	constatable_adjective
asco_noun	fàstic_noun
conicamente_adverb	cònicament_adverb
tabela_noun	post_noun
trentin_propernoun	trentin_propernoun
comunitário_adjective	comunitari_adjective
sombra_noun	ombra_noun
episcopal_adjective	episcopal_adjective
caminho_noun	camí_noun
schietroma_propernoun	schietroma_propernoun
oya_propernoun	oya_propernoun
mayorgas_propernoun	mayorgas_propernoun
arcouette_propernoun	arcouette_propernoun
awada_propernoun	awada_propernoun
septuagésimo-primeiro_adjective	setanta-unè_adjective
tumor_noun	tumor_noun
von-reuter_propernoun	von-reuter_propernoun
contentor-do-lixo_noun	contenidor-de-la-brossa_noun
florescente_adjective	florescent_adjective
diligentemente_adverb	diligentment_adverb
faenzi_propernoun	faenzi_propernoun
nadador_noun	nedador_noun
parcerisas_propernoun	parcerisas_propernoun
narjara_propernoun	narjara_propernoun
gástrico_adjective	gàstric_adjective
dirigir_verb	adreçar_verb
aurélio_propernoun	aurélio_propernoun
de-pablo_propernoun	de-pablo_propernoun
concerto_noun	concert_noun
mar-vermelho_propernoun	mar-roig_propernoun
eurítmico_adjective	eurítmic_adjective
constitucionalidade_noun	constitucionalitat_noun
para-leste_adverb	cap-a-l'est_adverb
algum_pronoun	uns-quants_pronoun
amorebieta_propernoun	amorebieta_propernoun
para-a-esquerda_adverb	cap-a-l'esquerra_adverb
llimiana_propernoun	llimiana_propernoun
munera_propernoun	munera_propernoun
camós_propernoun	camós_propernoun
psicometria_noun	psicometria_noun
estufa_noun	estufa_noun
vigilância_noun	vigilància_noun
litúrgico_adjective	litúrgic_adjective
frêche_propernoun	frêche_propernoun
malaui_propernoun	malawi_propernoun
condicional_adjective	condicional_adjective
descôteaux_propernoun	descôteaux_propernoun
reiterar_verb	reiterar_verb
jonson_propernoun	jonson_propernoun
som_noun	so_noun
muito_adverb	gaire_adverb
lafrance_propernoun	lafrance_propernoun
barrufet_propernoun	barrufet_propernoun
são_adjective	sant_adjective
renault_propernoun	renault_propernoun
interagir_verb	interactuar_verb
cinema_noun	cine_noun
afrodita_propernoun	afrodita_propernoun
peste_noun	pesta_noun
van_propernoun	van_propernoun
ezeizabarrena_propernoun	ezeizabarrena_propernoun
cáustico_adjective	càustic_adjective
testemunho_noun	testimoniatge_noun
expetante_adjective	expectant_adjective
tendência_noun	tendència_noun
separável_adjective	separable_adjective
milosevic_propernoun	milosevic_propernoun
lumbreras_propernoun	lumbreras_propernoun
vertical_adjective	vertical_adjective
bencivenga_propernoun	bencivenga_propernoun
benoît_propernoun	benoît_propernoun
bonifácio_propernoun	bonifácio_propernoun
padilha_propernoun	padilha_propernoun
usai_propernoun	usai_propernoun
aprestar_verb	aprestar_verb
kobayashi_propernoun	kobayashi_propernoun
achim_propernoun	achim_propernoun
irretroatividade_noun	irretroactivitat_noun
elegia_noun	elegia_noun
march_propernoun	march_propernoun
quera_propernoun	quera_propernoun
untuosidade_noun	untuositat_noun
negociação_noun	negociació_noun
bermudez_propernoun	bermudez_propernoun
rasamente_adverb	rasament_adverb
mohammed_propernoun	mohammed_propernoun
hegemônico_adjective	hegemònic_adjective
rech_propernoun	rech_propernoun
di-carpegna_propernoun	di-carpegna_propernoun
pilhão_noun	contenidor-de-piles_noun
transtorno_noun	transtorn_noun
desairoso_adjective	desairós_adjective
crookes_propernoun	crookes_propernoun
croxen_propernoun	croxen_propernoun
supositivo_adjective	supositiu_adjective
derramamento_noun	vessament_noun
michelin_propernoun	michelin_propernoun
arjones_propernoun	arjones_propernoun
confiar_verb	confiar_verb
pîrvulescu_propernoun	pîrvulescu_propernoun
insinuador_adjective	insinuador_adjective
acedo_propernoun	acedo_propernoun
embriologia_noun	embriologia_noun
sant-vicenç-de-torelló_propernoun	sant-vicenç-de-torelló_propernoun
olivares_propernoun	olivares_propernoun
pintura_noun	pintura_noun
buñales_propernoun	buñales_propernoun
neto_propernoun	neto_propernoun
isométrico_adjective	isomètric_adjective
ptolemeu_propernoun	ptolemeu_propernoun
filmável_adjective	filmable_adjective
civil_propernoun	civil_propernoun
middleton_propernoun	middleton_propernoun
von-benedek_propernoun	von-benedek_propernoun
incipiente_adjective	incipient_adjective
alimento_noun	aliment_noun
marat_propernoun	marat_propernoun
pranto_noun	plor_noun
inaceitável_adjective	inacceptable_adjective
castellvell-del-camp_propernoun	castellvell-del-camp_propernoun
vitral_noun	vitrall_noun
desaforamento_noun	desaforament_noun
piazzola_propernoun	piazzola_propernoun
cisalhamento_noun	cisallament_noun
cayer_propernoun	cayer_propernoun
união-europeia_propernoun	unió-europea_propernoun
dittersdorf_propernoun	dittersdorf_propernoun
ottone_propernoun	ottone_propernoun
chedifer_propernoun	chedifer_propernoun
autogoverno_noun	autogovern_noun
curar_verb	guarir_verb
reator_noun	reactor_noun
estacionar_verb	estacionar_verb
maranhão_propernoun	maranhão_propernoun
inutilizar_verb	inutilitzar_verb
fonação_noun	fonació_noun
ursula_propernoun	ursula_propernoun
deltebre_propernoun	deltebre_propernoun
molinaro_propernoun	molinaro_propernoun
desiderativo_adjective	desideratiu_adjective
espel_propernoun	espel_propernoun
buil_propernoun	buil_propernoun
moceanu_propernoun	moceanu_propernoun
richart_propernoun	richart_propernoun
gaucher_propernoun	gaucher_propernoun
silenzi_propernoun	silenzi_propernoun
marfia_propernoun	marfia_propernoun
segi_propernoun	segi_propernoun
floyd_propernoun	floyd_propernoun
ortográfico_adjective	ortogràfic_adjective
gagliano_propernoun	gagliano_propernoun
huiyin_propernoun	huiyin_propernoun
tomonaga_propernoun	tomonaga_propernoun
vice-decano_noun	vicedegà_noun
impolarizável_adjective	impolaritzable_adjective
setenta_numeral	setanta_numeral
baldo_propernoun	baldo_propernoun
fortià_propernoun	fortià_propernoun
andorra_propernoun	andorra_propernoun
fracasso_noun	fracàs_noun
passageiro_noun	passatger_noun
gallieni_propernoun	gallieni_propernoun
couraçado_noun	cuirassat_noun
preconizar_verb	preconitzar_verb
quer_coordinatingconjunction	tant_coordinatingconjunction
reeleger_verb	reelegir_verb
raymond_propernoun	raymond_propernoun
manual_noun	manual_noun
memorioso_adjective	memoriós_adjective
vasco_propernoun	vasco_propernoun
maestro_propernoun	maestro_propernoun
del-peral_propernoun	del-peral_propernoun
tumino_propernoun	tumino_propernoun
metrologia_noun	metrologia_noun
insuflador_adjective	insuflador_adjective
alexandra_propernoun	alexandra_propernoun
montanha_noun	muntanya_noun
loubet_propernoun	loubet_propernoun
amesterdã_propernoun	amsterdam_propernoun
gallardón_propernoun	gallardón_propernoun
olèrdola_propernoun	olèrdola_propernoun
desoxidante_adjective	desoxidant_adjective
janira_propernoun	janira_propernoun
damico_propernoun	damico_propernoun
controvertível_adjective	controvertible_adjective
anctil_propernoun	anctil_propernoun
imerso_adjective	immers_adjective
armar_verb	armar_verb
guerrini_propernoun	guerrini_propernoun
vasallo_propernoun	vasallo_propernoun
adornato_propernoun	adornato_propernoun
gutierrez_propernoun	gutierrez_propernoun
oriente-próximo_propernoun	orient-mitjà_propernoun
peninsularmente_adverb	peninsularment_adverb
eléctrico_adjective	elèctric_adjective
peñarroya_propernoun	peñarroya_propernoun
revelles_propernoun	revelles_propernoun
emanação_noun	emanació_noun
qiu_propernoun	qiu_propernoun
angular_adjective	angular_adjective
berdun_propernoun	berdun_propernoun
beyen_propernoun	beyen_propernoun
alienante_adjective	alienant_adjective
vilajoana_propernoun	vilajoana_propernoun
luxemburguês_adjective	luxemburguès_adjective
rusticali_propernoun	rusticali_propernoun
piano_noun	piano_noun
parrot_propernoun	parrot_propernoun
manson_propernoun	manson_propernoun
nevrálgico_adjective	neuràlgic_adjective
medieval_adjective	medieval_adjective
burlamaqui_propernoun	burlamaqui_propernoun
auñón_propernoun	auñón_propernoun
sara_propernoun	sara_propernoun
improvisar_verb	improvisar_verb
intercessão_noun	intercessió_noun
zipponi_propernoun	zipponi_propernoun
balboni_propernoun	balboni_propernoun
ossicular_adjective	ossicular_adjective
incontestavelmente_adverb	incontestablement_adverb
social-democracia_noun	socialdemocràcia_noun
owens_propernoun	owens_propernoun
mankiewicz_propernoun	mankiewicz_propernoun
matemâtica_noun	matemàtica_noun
badenas_propernoun	badenas_propernoun
fraco_adjective	feble_adjective
burocrático_adjective	burocràtic_adjective
levy_propernoun	levy_propernoun
von-kassler_propernoun	von-kassler_propernoun
gabbay_propernoun	gabbay_propernoun
zoologia_noun	zoologia_noun
nova-deli_propernoun	nova-delhi_propernoun
greenspan_propernoun	greenspan_propernoun
crispin_propernoun	crispin_propernoun
guerreiro_propernoun	guerreiro_propernoun
lagrimoso_adjective	llagrimós_adjective
chinês_noun	xinès_noun
filamentoso_adjective	filamentós_adjective
jaruzelski_propernoun	jaruzelski_propernoun
termómetro_noun	termòmetre_noun
hayeur_propernoun	hayeur_propernoun
abreu_propernoun	abreu_propernoun
consumpção_noun	consumpció_noun
lainé_propernoun	lainé_propernoun
fílmico_adjective	fílmic_adjective
zurera_propernoun	zurera_propernoun
terminalmente_adverb	terminalment_adverb
energeticamente_adverb	energèticament_adverb
chiș_propernoun	chiș_propernoun
multimédia_adjective	multimèdia_adjective
sambola_propernoun	sambola_propernoun
cousteau_propernoun	cousteau_propernoun
rigoroso_adjective	rigorós_adjective
retroativo_adjective	retroactiu_adjective
interanual_adjective	interanual_adjective
afonia_noun	afonia_noun
sedda_propernoun	sedda_propernoun
interpretador_adjective	interpretador_adjective
pulgarín_propernoun	pulgarín_propernoun
xxviii_numeral	xxviii_numeral
bielorrússia_propernoun	bielorússia_propernoun
font-de-mora-y-turón_propernoun	font-de-mora-y-turón_propernoun
precocemente_adverb	precoçment_adverb
acrónico_adjective	acrònic_adjective
mira_propernoun	mira_propernoun
aljava_noun	buirac_noun
homografia_noun	homografia_noun
por-atacado_adverb	a-l'engròs_adverb
ventral_adjective	ventral_adjective
petrificado_adjective	petrificat_adjective
amplificação_noun	amplificació_noun
olhador_noun	mirador_noun
sonoluminescência_noun	sonoluminescència_noun
casarão_noun	casalot_noun
semenza_propernoun	semenza_propernoun
