waiting_for_preposition_en	esperando_a_preposition_es
concave_adjective_en	cóncavo_adjective_es
exaltation_noun_en	exaltación_noun_es
in_heaps_adverb_en	amontonadamente_adverb_es
profoundly_adverb_en	profundamente_adverb_es
arantzazu_propernoun_en	arantzazu_propernoun_es
fronton_noun_en	frontón_noun_es
the_next_fall_adverb_en	el_próximo_otoño_adverb_es
clause_of_a_sale_and_purchase_agreement_noun_en	cláusula_de_contrato_de_compra_venta_noun_es
detector_noun_en	detector_noun_es
fall_down_verb_en	caer_verb_es
cantabria_propernoun_en	cantabria_propernoun_es
warsaw_pact_propernoun_en	pacto_de_varsovia_propernoun_es
then_adverb_en	por_aquel_entonces_adverb_es
mirabilite_noun_en	mirabilita_noun_es
album_noun_en	álbum_noun_es
steppe_noun_en	estepa_noun_es
go_crazy_verb_en	alocarse_verb_es
cultured_adjective_en	cultivado_adjective_es
dentist_noun_en	dentista_noun_es
become_verb_en	acaecer_verb_es
technically_adverb_en	técnicamente_adverb_es
crying_noun_en	llanto_noun_es
diet_noun_en	alimentación_noun_es
inhabit_verb_en	habitar_verb_es
overtaking_noun_en	adelantamiento_noun_es
sinking_noun_en	hundimiento_noun_es
dance_floor_noun_en	pista_de_baile_noun_es
forth_adverb_en	adelante_adverb_es
monitory_adjective_en	monitoreo_adjective_es
diphthongisation_noun_en	diptongación_noun_es
unsolvable_adjective_en	irresoluble_adjective_es
boe_noun_en	boe_noun_es
give_verb_en	obsequiar_verb_es
farce_noun_en	farsa_noun_es
portrayal_noun_en	retrato_noun_es
federal_republic_of_germany_propernoun_en	república_federal_alemana_propernoun_es
interface_noun_en	interfaz_noun_es
potter_propernoun_en	potter_propernoun_es
translucent_adjective_en	traslúcido_adjective_es
fatigue_noun_en	fatiga_noun_es
demobilisation_noun_en	desmovilización_noun_es
comfort_noun_en	comodidad_noun_es
aerograph_noun_en	aerógrafo_noun_es
transient_adjective_en	transitorio_adjective_es
biscayan_adjective_en	bizkaino_adjective_es
diurnal_adjective_en	diurno_adjective_es
intercontinental_adjective_en	intercontinental_adjective_es
button_noun_en	botón_noun_es
reputation_noun_en	reputación_noun_es
native_adjective_en	indígena_adjective_es
gerontology_noun_en	gerontología_noun_es
pedometer_noun_en	podómetro_noun_es
on_the_verge_of_starvation_adverb_en	al_borde_de_la_inanición_adverb_es
trace_verb_en	trazar_verb_es
embody_verb_en	encarnar_verb_es
persuasively_adverb_en	persuasivamente_adverb_es
finger_noun_en	dedo_noun_es
good_adjective_en	mejor_adjective_es
amsterdam_propernoun_en	amsterdam_propernoun_es
according_preposition_en	según_preposition_es
hydrant_noun_en	hidrante_noun_es
raincoat_noun_en	impermeable_noun_es
mercenary_noun_en	mercenario_noun_es
precariously_adverb_en	precariamente_adverb_es
dustpan_noun_en	recojedor_noun_es
inside_and_out_adverb_en	por_dentro_y_por_fuera_adverb_es
feud_verb_en	contender_verb_es
etxeberria_propernoun_en	etxeberria_propernoun_es
foresight_noun_en	previsión_noun_es
emotion_noun_en	emoción_noun_es
rifle_noun_en	rifle_noun_es
electrical_adjective_en	eléctrico_adjective_es
woodworm_noun_en	carcoma_noun_es
doyle_propernoun_en	doyle_propernoun_es
spend_the_whole_night_verb_en	pasar_toda_la_noche_verb_es
chivalry_noun_en	caballería_noun_es
come_just_at_the_right_moment_verb_en	llegar_a_punto_verb_es
benedict_viii_propernoun_en	benedicto_viii_propernoun_es
ausejo_propernoun_en	ausejo_propernoun_es
bradycardia_noun_en	bradicardia_noun_es
starch_verb_en	almidonar_verb_es
tow_noun_en	estopa_noun_es
reproach_verb_en	reprochar_verb_es
linguist_noun_en	lingüista_noun_es
claim_verb_en	reivindicar_verb_es
offset_noun_en	offset_noun_es
legitimacy_noun_en	legitimidad_noun_es
attacker_noun_en	atacante_noun_es
importance_noun_en	importancia_noun_es
undertaking_noun_en	tarea_noun_es
artistic_adjective_en	artístico_adjective_es
oust_verb_en	desbancar_verb_es
carbohydrate_noun_en	carbohidrato_noun_es
litre_of_alcohol_noun_en	litro_de_alcohol_noun_es
infection_noun_en	infección_noun_es
discountable_adjective_en	descontable_adjective_es
samertolameu_propernoun_en	samertolameu_propernoun_es
dyspepsia_noun_en	dispepsia_noun_es
gasteropod_noun_en	gasterópodo_noun_es
crimp_verb_en	rizar_verb_es
radiotherapy_noun_en	radioterapia_noun_es
mountaineering_noun_en	montañismo_noun_es
caution_noun_en	cautela_noun_es
frown_verb_en	arrugar_la_frente_verb_es
engagement_noun_en	noviazgo_noun_es
quality_noun_en	calidad_noun_es
byte_noun_en	byte_noun_es
pair_noun_en	dupla_noun_es
asset_noun_en	ventaja_noun_es
barricade_noun_en	barricada_noun_es
bolshevism_noun_en	bolchevismo_noun_es
abjuration_noun_en	abjuración_noun_es
exquisite_adjective_en	exquisito_adjective_es
articulatory_adjective_en	articulatorio_adjective_es
bed_verb_en	encastrar_verb_es
pool_noun_en	grupo_noun_es
fuselage_noun_en	fuselaje_noun_es
acidic_adjective_en	acídico_adjective_es
grandstand_noun_en	tribuna_noun_es
hers_pronoun_en	el_suyo_pronoun_es
hers_possessivepronoun_en	el_suyo_possessivepronoun_es
on_account_of_preposition_en	en_gracia_a_preposition_es
commissioner_noun_en	comisionado_noun_es
villancico_noun_en	villancico_noun_es
herria_propernoun_en	herria_propernoun_es
divulging_noun_en	divulgación_noun_es
promotion_noun_en	ascenso_noun_es
ethiopia_propernoun_en	etiopía_propernoun_es
horace_propernoun_en	horacio_propernoun_es
crux_noun_en	quid_noun_es
berlin_noun_en	berlina_noun_es
histogram_noun_en	histograma_noun_es
undress_verb_en	despojar_verb_es
forehead_noun_en	frente_noun_es
goierri_propernoun_en	goierri_propernoun_es
cl-215_t_propernoun_en	cl-215_t_propernoun_es
celluloid_noun_en	celuloide_noun_es
indebtedness_noun_en	endeudamiento_noun_es
bilberry_noun_en	mirtilo_noun_es
tortoiseshell_noun_en	carey_noun_es
runner_noun_en	corredor_noun_es
centre_for_scientific_research_propernoun_en	centro_superior_de_investigaciones_científicas_propernoun_es
keep_in_shape_verb_en	mantener_la_línea_verb_es
spill_verb_en	derramar_verb_es
arthurian_adjective_en	artúrico_adjective_es
olano_propernoun_en	olano_propernoun_es
firstly_adverb_en	primeramente_adverb_es
pitiful_adjective_en	lastimoso_adjective_es
consultative_adjective_en	consultivo_adjective_es
complementation_noun_en	complementación_noun_es
saturation_noun_en	saturación_noun_es
part_of_speech_noun_en	categoría_gramatical_noun_es
deserve_verb_en	merecer_verb_es
victoria's_secret_propernoun_en	victoria's_secret_propernoun_es
opaque_adjective_en	opaco_adjective_es
kostunica_propernoun_en	kostunica_propernoun_es
andalucia_propernoun_en	andalucía_propernoun_es
breadwinner_noun_en	sostén_de_la_familia_noun_es
list_of_winners_noun_en	palmarés_noun_es
emphyteutic_adjective_en	enfitéutico_adjective_es
harmonisation_noun_en	armonización_noun_es
cadastral_adjective_en	catastral_adjective_es
carelessly_adverb_en	a_salto_de_mata_adverb_es
sinkhole_noun_en	pasma_noun_es
whose_pronoun_en	de_quién_pronoun_es
whose_determiner_en	de_quién_determiner_es
whose_interrogativepronoun_en	de_quién_interrogativepronoun_es
controversial_adjective_en	polémico_adjective_es
nineteen_thousand_numeral_en	diecinueve_mil_numeral_es
daily_adjective_en	diario_adjective_es
vincamine_noun_en	vincamina_noun_es
seller_noun_en	vendedor_noun_es
every_second_adverb_en	cada_segundo_adverb_es
hyphen_noun_en	guión_noun_es
obstetrics_noun_en	obstetricia_noun_es
risk_noun_en	riesgo_noun_es
viviparous_adjective_en	vivíparo_adjective_es
sectorial_adjective_en	sectorial_adjective_es
opportunely_adverb_en	oportunamente_adverb_es
take_action_verb_en	pasar_a_la_acción_verb_es
be_born_verb_en	nacer_verb_es
reeducation_noun_en	reeducación_noun_es
jihad_noun_en	yihad_noun_es
proparoxytone_adjective_en	proparoxítono_adjective_es
generously_adverb_en	generosamente_adverb_es
comprise_verb_en	comprender_verb_es
fig_noun_en	higo_noun_es
decree_noun_en	decreto_noun_es
all_in_one_breath_adverb_en	de_carrerilla_adverb_es
isocrates_propernoun_en	isócrates_propernoun_es
monopolise_verb_en	monopolizar_verb_es
biogeography_noun_en	biogeografía_noun_es
stupid_adjective_en	estúpido_adjective_es
enquiry_noun_en	consulta_noun_es
symbol_noun_en	símbolo_noun_es
stiff_adjective_en	rígido_adjective_es
center_for_art_and_technology_in_karlsruhe_propernoun_en	centro_para_el_arte_y_la_tecnología_de_karlsruhe_propernoun_es
alluvium_noun_en	aluvión_noun_es
geodesy_noun_en	geodesia_noun_es
generous_adjective_en	generoso_adjective_es
čssd_noun_en	čssd_noun_es
villares_propernoun_en	villares_propernoun_es
machine_translation_noun_en	traducción_automática_noun_es
deferential_adjective_en	deferente_adjective_es
malaria_noun_en	malaria_noun_es
effective_adjective_en	eficaz_adjective_es
vandalism_noun_en	gamberrismo_noun_es
deplorable_adjective_en	deplorable_adjective_es
praise_noun_en	elogio_noun_es
merge_verb_en	fusionar_verb_es
appreciate_verb_en	apreciar_verb_es
upstream_adverb_en	río_arriba_adverb_es
whereby_adverb_en	por_el_cual_adverb_es
pedagogical_adjective_en	pedagógico_adjective_es
ertzaintza_propernoun_en	ertzaintza_propernoun_es
artillery_noun_en	artillería_noun_es
overwhelm_verb_en	apabullar_verb_es
therefore_adverb_en	por_tanto_adverb_es
argument_noun_en	argumento_noun_es
kurdistan_propernoun_en	kurdistán_propernoun_es
seafood_noun_en	marisco_noun_es
deputy_mayor_noun_en	teniente_alcalde_noun_es
instance_noun_en	caso_noun_es
typically_adverb_en	típicamente_adverb_es
individual_adjective_en	individual_adjective_es
stroke_noun_en	brazada_noun_es
admirer_noun_en	admirador_noun_es
look_noun_en	aspecto_noun_es
anomaly_noun_en	anomalía_noun_es
tampon_noun_en	tampón_noun_es
episcopate_noun_en	episcopado_noun_es
situation_noun_en	hecho_coyuntural_noun_es
pantheism_noun_en	panteísmo_noun_es
firmly_adverb_en	firmemente_adverb_es
asylum_noun_en	asilo_noun_es
pedantry_noun_en	pedantería_noun_es
correlatively_adverb_en	correlativamente_adverb_es
erroneous_adjective_en	erróneo_adjective_es
photograph_noun_en	fotografía_noun_es
fluid_adjective_en	fluido_adjective_es
lasa_propernoun_en	lasa_propernoun_es
efficacy_noun_en	eficacia_noun_es
attack_noun_en	ataque_noun_es
in_the_final_stages_adverb_en	en_la_fase_final_adverb_es
happy_adjective_en	feliz_adjective_es
expedition_noun_en	expedición_noun_es
interloper_noun_en	intruso_noun_es
polyphony_noun_en	polifonía_noun_es
proscenium_noun_en	proscenio_noun_es
resultant_adjective_en	resultante_adjective_es
poza_propernoun_en	poza_propernoun_es
perpetuity_noun_en	perpetuidad_noun_es
story_noun_en	narración_noun_es
refill_noun_en	recambio_noun_es
deodorant_noun_en	desodorante_noun_es
deny_verb_en	abnegar_verb_es
hereafter_adverb_en	de_ahora_en_adelante_adverb_es
mobility_noun_en	movilidad_noun_es
award-winning_verb_en	galardonar_verb_es
satisfied_adjective_en	satisfecho_adjective_es
blind_with_adjective_en	ebrio_de_adjective_es
uniform_noun_en	uniforme_noun_es
azimuthal_adjective_en	acimutal_adjective_es
first_adverb_en	primero_adverb_es
last_verb_en	durar_verb_es
vessel_noun_en	vasija_noun_es
probation_noun_en	libertad_condicional_noun_es
fight_verb_en	luchar_verb_es
tall_adjective_en	alto_adjective_es
believe_verb_en	creer_verb_es
scour_verb_en	registrar_verb_es
impersonal_adjective_en	impersonal_adjective_es
poor_adjective_en	pobre_adjective_es
anarchic_adjective_en	anárquico_adjective_es
distraction_noun_en	despiste_noun_es
anti-ballistic_adjective_en	antibalístico_adjective_es
hussein_propernoun_en	hussein_propernoun_es
main_adjective_en	mayor_adjective_es
jon_propernoun_en	jon_propernoun_es
originate_verb_en	originar_verb_es
co-op_noun_en	cooperativa_noun_es
rheumatism_noun_en	reumatismo_noun_es
gied_propernoun_en	gied_propernoun_es
pilaster_noun_en	pilastra_noun_es
infrared_adjective_en	infrarrojo_adjective_es
circulate_verb_en	circular_verb_es
murder_noun_en	asesinato_noun_es
fuel_verb_en	alimentar_verb_es
president_noun_en	presidente_noun_es
effeminately_adverb_en	afeminadamente_adverb_es
joker_noun_en	bromista_noun_es
induce_verb_en	inducir_verb_es
dissolution_noun_en	disolución_noun_es
erasmus_propernoun_en	erasmo_propernoun_es
possession_noun_en	tenencia_noun_es
toil_noun_en	trabajo_duro_noun_es
magnify_verb_en	magnificar_verb_es
tame_adjective_en	manso_adjective_es
hydroelectric_adjective_en	hidroeléctrico_adjective_es
orgeat_noun_en	horchata_noun_es
aerobics_noun_en	aeróbic_noun_es
leading_adjective_en	protagonista_adjective_es
in_front_adverb_en	delante_adverb_es
return_noun_en	devolución_noun_es
quaternary_adjective_en	cuaternario_adjective_es
handheld_adjective_en	de_mano_adjective_es
october_noun_en	octubre_noun_es
mobilisation_noun_en	movilización_noun_es
air_noun_en	aire_noun_es
genocide_noun_en	genocidio_noun_es
zarauzko_estropadak_propernoun_en	zarauzko_estropadak_propernoun_es
exporter_noun_en	exportador_noun_es
pull_out_verb_en	sacar_verb_es
be_very_funny_verb_en	tener_mucha_gracia_verb_es
envy_verb_en	envidiar_verb_es
rumble_noun_en	ruido_noun_es
middle_noun_en	cintura_noun_es
concerto_noun_en	concierto_noun_es
omlt_propernoun_en	omlt_propernoun_es
in_question_adverb_en	en_cuestión_adverb_es
consign_verb_en	consignar_verb_es
shallot_noun_en	chalota_noun_es
hopper_noun_en	tolva_noun_es
grind_verb_en	moler_verb_es
republising_noun_en	reedición_noun_es
diastyle_adjective_en	diástilo_adjective_es
schweitzer_propernoun_en	schweitzer_propernoun_es
must_modal_en	tener_que_modal_es
next_january_adverb_en	enero_que_viene_adverb_es
sleeplessness_noun_en	insomnio_noun_es
purpura_noun_en	púrpura_noun_es
plenty_noun_en	abundancia_noun_es
rehn_propernoun_en	rehn_propernoun_es
checkerboard_noun_en	damero_noun_es
generalitat_propernoun_en	generalitat_propernoun_es
czechoslovakia_propernoun_en	checoslovaquia_propernoun_es
bow_noun_en	reverencia_noun_es
wise_adjective_en	sabio_adjective_es
international_bank_for_reconstruction_and_development_propernoun_en	banco_internacional_de_reconstrucción_y_fomento_propernoun_es
qualified_adjective_en	cualificado_adjective_es
commemorate_verb_en	conmemorar_verb_es
avant-garde_noun_en	vanguardia_noun_es
kindred_noun_en	parentela_noun_es
as_well_as_subordinatingconjunction_en	así_como_subordinatingconjunction_es
tostartean_propernoun_en	tostartean_propernoun_es
being_noun_en	ser_noun_es
fish_verb_en	faenar_verb_es
lexmark_propernoun_en	lexmark_propernoun_es
phoenician_adjective_en	fenicio_adjective_es
spring_onion_noun_en	cebolleta_noun_es
from_time_to_time_adverb_en	de_vez_en_cuando_adverb_es
asphalt_noun_en	asfalto_noun_es
galician_culture_council_propernoun_en	consello_da_cultura_galega_propernoun_es
economical_adjective_en	económico_adjective_es
curium_noun_en	curio_noun_es
adduce_verb_en	aducir_verb_es
pederson_propernoun_en	pederson_propernoun_es
motor-racing_team_noun_en	escudería_noun_es
rocket_noun_en	cohete_noun_es
in_no_uncertain_terms_adverb_en	sin_tapujos_adverb_es
ibargutxi_propernoun_en	ibargutxi_propernoun_es
deep_adjective_en	hondo_adjective_es
lively_adjective_en	vivo_adjective_es
archipelago_noun_en	archipiélago_noun_es
plato_propernoun_en	platón_propernoun_es
spread_verb_en	difundir_verb_es
sail_noun_en	aspa_noun_es
azimuthal_adjective_en	azimutal_adjective_es
have_a_feeling_that_verb_en	tener_la_sospecha_de_que_verb_es
daily_newspaper_noun_en	periódico_noun_es
torch_noun_en	linterna_noun_es
weather_permitting_adverb_en	si_el_tiempo_lo_permite_adverb_es
on_a_short-term_basis_adverb_en	a_corto_plazo_adverb_es
prison_camp_noun_en	campamento_para_prisioneros_noun_es
cape_noun_en	cabo_noun_es
past_noun_en	pasado_noun_es
irritability_noun_en	irritabilidad_noun_es
baffling_adjective_en	desconcertante_adjective_es
simulation_noun_en	simulación_noun_es
ivam_propernoun_en	ivam_propernoun_es
reposition_verb_en	recolocar_verb_es
attendant_noun_en	encargado_noun_es
in_short_order_adverb_en	enseguida_adverb_es
in_order_of_seniority_adverb_en	por_orden_de_antigüedad_adverb_es
planimetry_noun_en	planimetría_noun_es
be_very_sorry_verb_en	sentir_mucho_verb_es
like_this_adverb_en	así_adverb_es
health_noun_en	sanidad_noun_es
christian_adjective_en	cristiano_adjective_es
absurdly_adverb_en	absurdamente_adverb_es
square_adjective_en	cuadrado_adjective_es
gravimetry_noun_en	gravimetría_noun_es
expiration_noun_en	vencimiento_noun_es
vicariant_adjective_en	vicariante_adjective_es
retreat_verb_en	retroceder_verb_es
straightedge_noun_en	regla_noun_es
acculturation_noun_en	aculturación_noun_es
directory_noun_en	directorio_noun_es
vandeputte_propernoun_en	vandeputte_propernoun_es
old_age_noun_en	vejez_noun_es
in_great_quantity_adverb_en	por_un_tubo_adverb_es
time_is_money_interjection_en	el_tiempo_es_oro_interjection_es
motor_noun_en	motor_noun_es
slideshow_noun_en	presentación_de_diapositivas_noun_es
linguistic_package_noun_en	paquete_lingüístico_noun_es
jade_noun_en	jade_noun_es
contiguous_adjective_en	contiguo_adjective_es
with_any_luck_adverb_en	con_un_poco_de_suerte_adverb_es
badminton_noun_en	badminton_noun_es
get_down_verb_en	bajar_verb_es
hoopoe_noun_en	abubilla_noun_es
crossbow_noun_en	ballesta_noun_es
interconnection_noun_en	interconexión_noun_es
triadic_adjective_en	triádico_adjective_es
patient_noun_en	enfermo_noun_es
obsession_noun_en	obsesión_noun_es
on_hire_purchase_adverb_en	a_plazos_adverb_es
actuality_noun_en	actualidad_noun_es
wart_noun_en	verruga_noun_es
robe_noun_en	toga_noun_es
conifer_noun_en	conífera_noun_es
pulpit_noun_en	púlpito_noun_es
jalón_propernoun_en	jalón_propernoun_es
jacket_noun_en	chaqueta_noun_es
oracle_noun_en	oráculo_noun_es
bus_pass_noun_en	abono_de_autobús_noun_es
challenge_noun_en	desafío_noun_es
usb_noun_en	usb_noun_es
calm_verb_en	sedar_verb_es
jemia_propernoun_en	jemia_propernoun_es
armchair_noun_en	butaca_noun_es
official_noun_en	oficial_noun_es
winter_noun_en	invierno_noun_es
assimilable_adjective_en	asimilable_adjective_es
relativism_noun_en	relativismo_noun_es
blow_out_verb_en	apagar_verb_es
strangely_adverb_en	extrañamente_adverb_es
rock_noun_en	rocks_noun_es
intendant_noun_en	intendente_noun_es
failure_noun_en	fracaso_noun_es
thermoplastic_adjective_en	termoplástico_adjective_es
shrinking_noun_en	retroceso_noun_es
acacia_noun_en	acacia_noun_es
cherimoya_noun_en	chirimoya_noun_es
tycoon_noun_en	magnate_noun_es
monastery_noun_en	monasterio_noun_es
theism_noun_en	teísmo_noun_es
shortage_noun_en	escasez_noun_es
personnel_noun_en	personal_noun_es
