decano_noun	doyen_noun
monrovia_propernoun	monrovia_propernoun
demasiado_adverb	trop_adverb
ólafur-ragnar-grímsson_propernoun	ólafur-ragnar-grímsson_propernoun
nominado_adjective	nominé_adjective
collantes_propernoun	collantes_propernoun
incansable_adjective	infatigable_adjective
houston_propernoun	houston_propernoun
desvalorización_noun	dévalorisation_noun
nacimiento_noun	naissance_noun
atuendo_noun	tenue_noun
reestructurar_verb	restructurer_verb
enigmático_adjective	énigmatique_adjective
quito_propernoun	quito_propernoun
megane_propernoun	megane_propernoun
ráfaga_noun	rafale_noun
entero_adjective	entier_adjective
recepción_noun	accueil_noun
fatal_adjective	fatal_adjective
canónico_adjective	canonique_adjective
amagasaki_propernoun	amagasaki_propernoun
denominar_verb	dénommer_verb
hong-kong_propernoun	hong-kong_propernoun
plantar_verb	planter_verb
aspe_propernoun	aspe_propernoun
gallego_noun	galicien_noun
alumbrar_verb	éclairer_verb
orense_propernoun	ourense_propernoun
manchego_adjective	de-la-manche_adjective
bogotá_propernoun	bogota_propernoun
gerry-adams_propernoun	gerry-adams_propernoun
cercado_noun	clos_noun
personar_verb	présenter_verb
cardiología_noun	cardiologie_noun
eugène_propernoun	eugène_propernoun
aplicación_noun	application_noun
groenlandia_propernoun	groenland_propernoun
fenoglio_propernoun	fenoglio_propernoun
etxenike_propernoun	etxenike_propernoun
marca_noun	marque_noun
recomendar_verb	prôner_verb
jubilación-forzosa_noun	retraite-d'office_noun
perea_propernoun	perea_propernoun
jennifer_propernoun	jennifer_propernoun
alevín_noun	poussin_noun
benjamin-netanyahu_propernoun	benyamin-netanyahou_propernoun
desembarrar_verb	décrotter_verb
tener-validez_verb	être-valide_verb
igualdad_noun	égalité_noun
durar_verb	durer_verb
caracas_propernoun	caracas_propernoun
eiffel_propernoun	eiffel_propernoun
alicante_propernoun	alicante_propernoun
patrick_propernoun	patrick_propernoun
sabino_propernoun	sabino_propernoun
joyería_noun	bijouterie_noun
andorra_propernoun	andorre_propernoun
gran-muralla_propernoun	muraille-de-chine_propernoun
exposición_noun	exposé_noun
aquel_pronoun	celui_pronoun
barnetxe_propernoun	barnetxe_propernoun
rocha_propernoun	rocha_propernoun
fisonomía_noun	physionomie_noun
temario_noun	programme_noun
miquel_propernoun	miquel_propernoun
relax_noun	relaxation_noun
transexualidad_noun	transsexualité_noun
casinos_propernoun	casinos_propernoun
regresión_noun	régression_noun
exhalar-el-último-suspiro_verb	rendre-l'âme_verb
machin_propernoun	machin_propernoun
quesería_noun	fromagerie_noun
champaña-ardenas_propernoun	champagne-ardennes_propernoun
jaiak_propernoun	jaiak_propernoun
inaugurar_verb	inaugurer_verb
mancomunar_verb	associer_verb
dentista_noun	dentiste_noun
montserrat_propernoun	montserrat_propernoun
alustiza_propernoun	alustiza_propernoun
baja_noun	baisse_noun
elisa_propernoun	elisa_propernoun
ultraje_noun	outrage_noun
bósforo_propernoun	bosphore_propernoun
tributar_verb	payer-des-impôts_verb
adrianópolis_propernoun	andrinople_propernoun
rafael-correa_propernoun	rafael-correa_propernoun
aia_noun	aia_noun
agostino_propernoun	agostino_propernoun
hacer-un-ingreso_verb	faire-un-dépôt_verb
coger_verb	saisir_verb
dalmacia_propernoun	dalmatie_propernoun
indeseable_adjective	indésirable_adjective
acústico_adjective	acoustique_adjective
desastre_noun	désastre_noun
niza_propernoun	nice_propernoun
portátil_adjective	portable_adjective
tamaño_noun	taille_noun
homer_propernoun	homer_propernoun
ligero_adjective	léger_adjective
plano_adjective	plat_adjective
nostalgia_noun	nostalgie_noun
traoré_propernoun	traoré_propernoun
perezoso_adjective	paresseux_adjective
formular_verb	formuler_verb
los-ejecutivos_propernoun	les-gouvernements_propernoun
vandalismo_noun	vandalisme_noun
borsig_propernoun	borsig_propernoun
patrullar_verb	patrouiller_verb
washington_propernoun	washington_propernoun
euskalduna_propernoun	euskalduna_propernoun
ambrosio_propernoun	ambroise_propernoun
fosa-de-las-aleutianas_propernoun	fosse-des-aléoutiennes_propernoun
desajustar_verb	désajuster_verb
sal_noun	sel_noun
asimismo_adverb	de-même_adverb
naufragar_verb	naufrager_verb
desatar_verb	détacher_verb
vicisitud_noun	vicissitude_noun
dax_propernoun	dax_propernoun
alleghe_propernoun	alleghe_propernoun
zarauz_propernoun	zarauz_propernoun
ciclista_noun	cycliste_noun
revil_propernoun	revil_propernoun
otorrino_noun	oto-rhino_noun
póliza_noun	police_noun
joachim_propernoun	joachim_propernoun
herminia_propernoun	herminia_propernoun
saint-lô_propernoun	saint-lô_propernoun
abellán_propernoun	abellán_propernoun
total-riesgos_noun	total-risque_noun
film_noun	film_noun
alstom_propernoun	alstom_propernoun
tropezar_verb	trébucher_verb
competidor_noun	concurrent_noun
encabezamiento_noun	entête_noun
moncase_propernoun	moncase_propernoun
américa-del-norte_propernoun	amérique-du-nord_propernoun
nominación_noun	nomination_noun
calzar_verb	botter_verb
semáforo_noun	sémaphore_noun
ministro-de-asuntos-exteriores_noun	ministre-des-affaires-étrangères_noun
titularidad_noun	exercice_noun
comunidad-de-estados-independientes_propernoun	communauté-des-états-indépendants_propernoun
rebeca_propernoun	rebeca_propernoun
si-el-caso-así-lo-requiere_subordinatingconjunction	si-le-cas-l'exige_subordinatingconjunction
superar_verb	surpasser_verb
ródano-alpes_propernoun	rhône-alpes_propernoun
penn_propernoun	penn_propernoun
dalai-lama_propernoun	dalaï-lama_propernoun
vaqueros_noun	jeans_noun
jacob-robusti_propernoun	iacopo-robusti_propernoun
cordillera-cantábrica_propernoun	cordillère-cantabrique_propernoun
hija_noun	fille_noun
rationalidad_noun	rationalité_noun
sabine_propernoun	sabine_propernoun
diagnosticar_verb	diagnostiquer_verb
alrededor_adverb	autour_adverb
orange_propernoun	orange_propernoun
cimentar_verb	cimenter_verb
cheque_noun	chèque_noun
jardinería_noun	jardinage_noun
infeccioso_adjective	infectieux_adjective
tonicidad_noun	tonicité_noun
abertura_noun	ouverture_noun
túnez_propernoun	tunis_propernoun
impuesto-de-lujo_noun	taxe-de-luxe_noun
ayudante_noun	assistant_noun
footsie_propernoun	footsie_propernoun
aranegi_propernoun	aranegi_propernoun
terminal_adjective	terminal_adjective
cambiar_verb	changer_verb
iturbe_propernoun	iturbe_propernoun
rossi_propernoun	rossi_propernoun
cunego_propernoun	cunego_propernoun
denunciar_verb	dénoncer_verb
activo_noun	actif_noun
lina_propernoun	lina_propernoun
cargo_noun	charge_noun
prado_noun	pré_noun
air-france_propernoun	air-france_propernoun
indulto_noun	grâce_noun
legítimo_adjective	légitime_adjective
akko_propernoun	akko_propernoun
gobierno_noun	gouv_noun
joan_propernoun	joan_propernoun
agitación_noun	agitation_noun
hexágono_propernoun	hexagone_propernoun
kuwait-investment-authority_propernoun	kuwait-investment-authority_propernoun
qué_adjective	que_adjective
qué_determiner	que_determiner
qué_interrogativepronoun	que_interrogativepronoun
orion_propernoun	orion_propernoun
choza_noun	hutte_noun
insoluble_adjective	insoluble_adjective
sustitutivo_noun	substitut_noun
motorización_noun	motorisation_noun
lausana_propernoun	lausanne_propernoun
oscilación_noun	oscillation_noun
estar-en-la-luna_verb	être-dans-la-lune_verb
integrar_verb	intégrer_verb
sintal_propernoun	sintal_propernoun
garay_propernoun	garay_propernoun
premier_noun	premier_noun
mar-mediterráneo_propernoun	mer-méditerranée_propernoun
pericles_propernoun	périclès_propernoun
dependiente_adjective	dépendant_adjective
desmentir_verb	démentir_verb
fumar_verb	saurer_verb
kresala_propernoun	kresala_propernoun
blair_propernoun	blair_propernoun
además_adverb	en-plus_adverb
alberto-iglesias_propernoun	alberto-iglesias_propernoun
pleitista_adjective	procédurier_adjective
sonrisa_noun	sourire_noun
poste_noun	poteau_noun
annie_propernoun	annie_propernoun
multirriesgo_adjective	multirisque_adjective
rival_noun	rival_noun
hewlett-packard_propernoun	hewlett-packard_propernoun
lobo_noun	loup_noun
sospechar_verb	suspecter_verb
alburquerque_propernoun	alburquerque_propernoun
ganador_noun	gagnant_noun
barrica_noun	barrique_noun
salustiano_propernoun	salustiano_propernoun
almaty_propernoun	almaty_propernoun
pasajero_adjective	passager_adjective
usabiaga_propernoun	usabiaga_propernoun
acontecer_verb	survenir_verb
conducir_verb	piloter_verb
numérico_adjective	numérique_adjective
arrendatario_noun	locataire_noun
tristán-da-cunha_propernoun	tristan-da-cunha_propernoun
proletarización_noun	prolétarisation_noun
plazo-de-amortización_noun	délai-d'amortissement_noun
ambiguo_adjective	ambigu_adjective
uno_pronoun	un_pronoun
uno_demonstrativepronoun	un_demonstrativepronoun
lingüísticamente_adverb	linguistiquement_adverb
perder-el-rumbo_verb	perdre-le-nord_verb
medalla_noun	médaille_noun
warrant_noun	warrant_noun
gálvez_propernoun	gálvez_propernoun
guinea_propernoun	guinée_propernoun
quinto_adjective	cinquième_adjective
cascada_noun	cascade_noun
pirámide_noun	pyramide_noun
tenencia_noun	possession_noun
infringir_verb	enfreindre_verb
ley_noun	loi_noun
fiumicino_propernoun	fiumicino_propernoun
lemán_propernoun	léman_propernoun
unión-sudafricana_propernoun	union-sud-africaine_propernoun
ucrania-transcarpática_propernoun	ukraine-subcarpatique_propernoun
béatrice_propernoun	béatrice_propernoun
cervecero_noun	brasseur_noun
consignar_verb	consigner_verb
altos-alpes_propernoun	hautes-alpes_propernoun
jubilación_noun	jubilation_noun
seducir_verb	séduire_verb
rosellón_propernoun	rousillon_propernoun
maltratar_verb	maltraiter_verb
comisaría_noun	commissariat_noun
solicitud-de-crédito_noun	demande-de-crédit_noun
indispensable_adjective	indispensable_adjective
flor_noun	fleur_noun
rogar_verb	prier-de_verb
concentrar-en_verb	concentrer-sur_verb
the-times_propernoun	the-times_propernoun
pesquería_noun	pêcherie_noun
casanova_propernoun	casanova_propernoun
en-este-caso_adverb	en-l'occurence_adverb
easyjet_propernoun	easyjet_propernoun
charco_noun	flaque_noun
catorce_numeral	quatorze_numeral
nacho_propernoun	nacho_propernoun
ascendente_adjective	montant_adjective
embestir_verb	charger_verb
nueva-orleans_propernoun	nouvelle-orléans_propernoun
mediodía-pirineos_propernoun	midi-pyrénées_propernoun
miedo_noun	peur_noun
mogadiscio_propernoun	mogadiscio_propernoun
lévy_propernoun	lévy_propernoun
appathurai_propernoun	appathurai_propernoun
anpe_noun	anpe_noun
congreso-de-los-diputados_propernoun	chambre-des-députés_propernoun
álbum_noun	album_noun
altzai_propernoun	alçay_propernoun
dailymotion_propernoun	dailymotion_propernoun
pakistaní_adjective	pakistanais_adjective
consell_propernoun	consell_propernoun
consell_noun	consell_noun
sierra-circular_noun	scie-circulaire_noun
experimental_adjective	expérimental_adjective
franco_adjective	franc_adjective
loyola_propernoun	loyola_propernoun
celebridad_noun	célébrité_noun
efectivamente_adverb	effectivement_adverb
armonía_noun	harmonie_noun
suez_propernoun	suez_propernoun
splitter_noun	splitter_noun
extensible_adjective	extensible_adjective
loeb_propernoun	loeb_propernoun
desilusión_noun	désillusion_noun
agroalimentario_adjective	agro-alimentaire_adjective
mancomunidad_noun	communauté_noun
anna_propernoun	anna_propernoun
roa_noun	roa_noun
odisea_noun	odyssée_noun
tasa-de-conversión_noun	taux-de-conversion_noun
sudáfrica_propernoun	afrique-du-sud_propernoun
cheque-nominativo_noun	chèque-à-ordre_noun
trampolín_noun	tremplin_noun
así-como_subordinatingconjunction	ainsi-que_subordinatingconjunction
plata_noun	argent_noun
santander_propernoun	santander_propernoun
mar-cantábrico_propernoun	mer-cantabrique_propernoun
abrogación_noun	abrogation_noun
constantino-i-el-grande_propernoun	constantin-ier-le-grand_propernoun
fotográfico_adjective	photographique_adjective
amateur_noun	amateur_noun
alavés_adjective	d'alava_adjective
minimizar_verb	minimiser_verb
consistente_adjective	consistant_adjective
acción_noun	action_noun
olaizola_propernoun	olaizola_propernoun
intermediario_adjective	intermédiaire_adjective
crédito-personal_noun	crédit-personnel_noun
regular_adjective	régulier_adjective
concelleira_noun	cabinet_noun
pérdidas-y-ganancias_noun	pertes-et-profits_noun
apellido_noun	lignée_noun
corcuera_propernoun	corcuera_propernoun
moscú_propernoun	moscou_propernoun
descubrir_verb	déceler_verb
alucinar_verb	halluciner_verb
larrinaga_propernoun	larrinaga_propernoun
ex_adjective	ex_adjective
farcs_noun	farcs_noun
claro_noun	clairière_noun
seinca_propernoun	seinca_propernoun
pyrénées-atlantiques_propernoun	pyrénées-atlantiques_propernoun
transversalidad_noun	transversalité_noun
camión_noun	camion_noun
trujillo_propernoun	trujillo_propernoun
abadesa_noun	abbesse_noun
eguraldia_noun	météo_noun
embalse_noun	barrage_noun
esquí_noun	ski_noun
apegado_adjective	attaché_adjective
república-sudafricana_propernoun	république-sudafricaine_propernoun
sudeste-asiático_propernoun	asie-du-sud-est_propernoun
sumergir_verb	plonger_verb
nalga_noun	fesse_noun
arkansas_propernoun	arkansas_propernoun
hondarribiko-arraun-elkartea_propernoun	club-de-rame-de-hondarribi_propernoun
lampre_propernoun	lampre_propernoun
obedecer_verb	obéir_verb
buzón-de-sostenibilidad_noun	boîte-de-durabilité_noun
superproducción_noun	superproduction_noun
schneider-electric_propernoun	schneider-electric_propernoun
caja-laboral_propernoun	caja-laboral_propernoun
petrolera_noun	pétrolier_noun
federalismo_noun	fédéralisme_noun
tener-a-su-cargo_verb	avoir-à-sa-charge_verb
milesi_propernoun	milesi_propernoun
provisión_noun	provision_noun
anticipar_verb	anticiper_verb
acad_propernoun	akkad_propernoun
barato_adjective	bon-marché_adjective
espartaco_propernoun	spartacus_propernoun
adela_propernoun	adela_propernoun
lab_noun	lab_noun
etxaniz_propernoun	etxaniz_propernoun
informar_verb	informer_verb
cazar_verb	chasser_verb
delfinado_propernoun	dauphiné_propernoun
enterrar_verb	enfouir_verb
afición_noun	supporters_noun
ocasionar_verb	occasionner_verb
alkain_propernoun	alkain_propernoun
de-rebote_adverb	par-ricochet_adverb
kaczynski_propernoun	kaczynski_propernoun
treinta-y-dos_numeral	trente-deux_numeral
dulcinea_propernoun	dulcinée_propernoun
titulación_noun	diplôme_noun
menstruación_noun	menstruation_noun
galerio_propernoun	galère_propernoun
hepatitis_noun	hépatite_noun
ampliación_noun	accroissement_noun
persa_noun	persan_noun
salir-como-una-bala_verb	démarrer-en-flèche_verb
entregable_adjective	livrable_adjective
hombro_noun	épaule_noun
salida_noun	issue_noun
pensar-con-los-pies_verb	raisonner-comme-un-pied_verb
premium_propernoun	premium_propernoun
prolongar-por_verb	prolonger-de_verb
cuota-de-la-seguridad-social_noun	cotisation-de-sécurité-sociale_noun
leukemans_propernoun	leukemans_propernoun
apolo_propernoun	apolo_propernoun
afectación_noun	affectation_noun
anita_propernoun	anita_propernoun
por-mayoría-absoluta_subordinatingconjunction	par-majorité-absolue_subordinatingconjunction
bursátil_adjective	boursier_adjective
poema_noun	poème_noun
ribera_noun	rive_noun
dirección_noun	adresse_noun
aranzadi_propernoun	aranzadi_propernoun
inverlur_propernoun	inverlur_propernoun
atún_noun	thon_noun
narrar_verb	narrer_verb
estación_noun	station_noun
antalya_propernoun	antalya_propernoun
aerograma_noun	aérogramme_noun
verificable_adjective	vérifiable_adjective
frank_propernoun	frank_propernoun
misa_noun	messe_noun
viajar_verb	voyager_verb
guijuelo_propernoun	guijuelo_propernoun
vegetal_noun	végétal_noun
meandro_noun	méandre_noun
padua_propernoun	padoue_propernoun
programación_noun	programmation_noun
n'djamena_propernoun	n'djamena_propernoun
por-menos_adverb	à-moins_adverb
errekaondo_propernoun	errekaondo_propernoun
gestual_adjective	gestuel_adjective
pack_noun	pack_noun
vejación_noun	vexation_noun
jávea_propernoun	jávea_propernoun
agudizar_verb	accentuer_verb
en-caso-de-emergencia_adverb	en-cas-d'émergence_adverb
skype_propernoun	skype_propernoun
callejón_noun	impasse_noun
visualización_noun	visualisation_noun
embajada_noun	ambassade_noun
recodificación_noun	recodification_noun
emprendedor_adjective	entreprenant_adjective
sutilidad_noun	subtilité_noun
viento-en-contra_noun	vent-contre_noun
llorente_propernoun	llorente_propernoun
fractura_noun	fracture_noun
borrar_verb	effacer_verb
zángano_adjective	feignant_adjective
pernambuco_propernoun	pernambouc_propernoun
encargo_noun	commande_noun
insostenibilidad_noun	insoutenabilité_noun
bustamante_propernoun	bustamante_propernoun
centro-de-acogida_noun	centre-d'accueil_noun
estimulante_noun	stimulant_noun
zarauztarra_adjective	de-zarautz_adjective
chrysler_propernoun	chrysler_propernoun
eubea_propernoun	eubea_propernoun
consciente_adjective	conscient_adjective
pagar-al-contado_verb	payer-au-comptant_verb
fecha-de-emisión_noun	date-d'émission_noun
alarde_noun	parade_noun
mar-de-arafura_propernoun	mer-d'arafura_propernoun
supletorio_adjective	supplémentaire_adjective
desayunar_verb	petit-déjeuner_verb
minimización_noun	minimisation_noun
perder-la-chaveta_verb	perdre-la-boule_verb
