positioner_noun	posicionador_noun
luciano_propernoun	luciano_propernoun
thivierge_propernoun	thivierge_propernoun
desormeaux_propernoun	desormeaux_propernoun
dead-person_noun	morta_noun
tepal_noun	tèpal_noun
microsecond_noun	microsegon_noun
in-days-to-come_adverb	en-el-futur_adverb
edelmar_propernoun	edelmar_propernoun
cynically_adverb	cínicament_adverb
turnout_noun	participació_noun
master_noun	mestressa_noun
astrolabe_noun	astrolabi_noun
telepathic_adjective	telepàtic_adjective
tost_propernoun	tost_propernoun
microfibril_noun	microfibril·la_noun
beret_noun	boina_noun
settimio_propernoun	settimio_propernoun
outdated_adjective	antiquat_adjective
no_adverb	no_adverb
phonetically_adverb	fonèticament_adverb
reach-for_verb	agafar_verb
frederik_propernoun	frederik_propernoun
chloé_propernoun	chloé_propernoun
damas_propernoun	damas_propernoun
chrome_noun	crom_noun
vulgarity_noun	vulgaritat_noun
suggestive_adjective	suggestiu_adjective
finish_verb	rematar_verb
west_noun	ponent_noun
lyonnais_propernoun	lyonnais_propernoun
thiago_propernoun	thiago_propernoun
house_verb	contenir_verb
diaspora_noun	diàspora_noun
rigid_adjective	rígid_adjective
trip_noun	viatge_noun
haro_propernoun	haro_propernoun
testimony_noun	testimoniatge_noun
menelaus_propernoun	menelau_propernoun
subtlety_noun	subtilesa_noun
white-haired_adjective	canós_adjective
poucachiche_propernoun	poucachiche_propernoun
thin_adjective	prim_adjective
ea_propernoun	ea_propernoun
jessie_propernoun	jessie_propernoun
depopulation_noun	despoblament_noun
ponderous_adjective	pesat_adjective
wind-direction_noun	direcció-del-vent_noun
backtrack_verb	retrocedir_verb
delaney_propernoun	delaney_propernoun
afford_verb	proporcionar_verb
carmina_propernoun	carmina_propernoun
month-by-month_adverb	mes-a-mes_adverb
descent_noun	baixada_noun
ivy_propernoun	ivy_propernoun
accomplish_verb	acomplir_verb
at-one-stroke_adverb	d'una-plomada_adverb
monomial_noun	monomi_noun
doriano_propernoun	doriano_propernoun
yawn_verb	badallar_verb
atta_propernoun	atta_propernoun
plate_verb	xapar_verb
covariance_noun	covariància_noun
oxytonic_adjective	oxíton_adjective
crocodile_noun	cocodril_noun
cosgrove_propernoun	cosgrove_propernoun
gibouleau_propernoun	gibouleau_propernoun
mantissa_noun	mantissa_noun
prolix_adjective	prolix_adjective
semidiurnal_adjective	semidiürn_adjective
attack_verb	atemptar_verb
oda_propernoun	oda_propernoun
flower-bed_noun	parterre_noun
metabolise_verb	metabolitzar_verb
amicably_adverb	cordialment_adverb
laliberté_propernoun	laliberté_propernoun
syria_propernoun	síria_propernoun
due-south_adverb	directament-al-sud_adverb
curaçao_propernoun	curaçao_propernoun
fibrin_noun	fibrina_noun
transport_verb	transportar_verb
reverter_propernoun	reverter_propernoun
haddad_propernoun	haddad_propernoun
dimitrov_propernoun	dimitrov_propernoun
folklore_noun	folklore_noun
adelaida_propernoun	adelaida_propernoun
de-souza_propernoun	de-souza_propernoun
refrigeration_noun	refrigeració_noun
macian_propernoun	macian_propernoun
uranium_noun	urani_noun
transceiver_noun	transceptor_noun
dorita_propernoun	dorita_propernoun
in-no-uncertain-terms_adverb	sense-embuts_adverb
cosmotron_noun	cosmotró_noun
montpellier_propernoun	montpeller_propernoun
semifinalist_noun	semifinalista_noun
genevois_propernoun	genevois_propernoun
schweitzer_propernoun	schweitzer_propernoun
at-all-costs_adverb	costi-el-que-costi_adverb
cheaply_adverb	amb-pocs-diners_adverb
subhead_noun	subtítol_noun
smoke_verb	fumar_verb
abigayle_propernoun	abigayle_propernoun
longuépée_propernoun	longuépée_propernoun
roderick_propernoun	roderick_propernoun
tubular_adjective	tubular_adjective
palette_noun	paleta_noun
loon_propernoun	loon_propernoun
mesenchymatous_adjective	mesenquimàtic_adjective
informant_noun	informant_noun
pay-out_verb	pagar_verb
way-over_adverb	molt-per-sobre_adverb
côté_propernoun	côté_propernoun
in-the-middle_adverb	al-mig_adverb
dipaolo_propernoun	dipaolo_propernoun
at-that-very-second_adverb	en-aquell-precís-moment_adverb
dizziness_noun	mareig_noun
forcibly_adverb	forçadament_adverb
latex_propernoun	latex_propernoun
content_noun	contingut_noun
saucepan_noun	cassó_noun
bessemer_propernoun	bessemer_propernoun
scar_noun	cicatriu_noun
protestant_noun	protestant_noun
bottom_noun	fons_noun
loot_verb	arrencar_verb
palliative_adjective	pal·liatiu_adjective
rondeau_propernoun	rondeau_propernoun
secretion_noun	secreció_noun
phonetician_noun	fonetista_noun
antithesis_noun	antítesi_noun
indoor_adjective	interior_adjective
vaudeville_noun	vodevil_noun
arguable_adjective	discutible_adjective
indeterminable_adjective	indeterminable_adjective
metcalfe_propernoun	metcalfe_propernoun
meditative_adjective	meditatiu_adjective
senate_noun	senat_noun
exhort_verb	exhortar_verb
waffle_noun	xerrameca_noun
maria_propernoun	maria_propernoun
de-miguel_propernoun	de-miguel_propernoun
baño_propernoun	baño_propernoun
resonator_noun	ressonador_noun
morphophonology_noun	morfofonologia_noun
mas-i-vives_propernoun	mas-i-vives_propernoun
minimalism_noun	minimalisme_noun
gleeton_propernoun	gleeton_propernoun
nonmaterial_adjective	immaterial_adjective
mercadal_propernoun	mercadal_propernoun
capstan_noun	cabrestant_noun
spacer_noun	espaiador_noun
trip_verb	ensopegar_verb
breast_noun	mama_noun
offshoot_noun	branca_noun
lubricate_verb	lubrificar_verb
limb_noun	extremitat_noun
pélissier_propernoun	pélissier_propernoun
completely_adverb	completament_adverb
go_verb	rodar_verb
fang_propernoun	fang_propernoun
hecht_propernoun	hecht_propernoun
juande-ramos_propernoun	juande-ramos_propernoun
teolis_propernoun	teolis_propernoun
botham_propernoun	botham_propernoun
decode_verb	descodificar_verb
daner_propernoun	daner_propernoun
danis_propernoun	danis_propernoun
sensualism_noun	sensualisme_noun
utensil_noun	estri_noun
cordectomy_noun	cordectomia_noun
numberless_adjective	innombrable_adjective
low_adjective	baix_adjective
friedman_propernoun	friedman_propernoun
corzo_propernoun	corzo_propernoun
lauro_propernoun	lauro_propernoun
juanola_propernoun	juanola_propernoun
homan_propernoun	homan_propernoun
bing_propernoun	bing_propernoun
challenging_adjective	desafiador_adjective
peephole_noun	espiell_noun
inquisitor_noun	inquisidor_noun
paradox_noun	paradoxa_noun
debut_noun	debut_noun
lovable_adjective	encantador_adjective
keisy_propernoun	keisy_propernoun
tobías_propernoun	tobías_propernoun
directional_adjective	direccional_adjective
funding_noun	finançament_noun
bird_noun	au_noun
antedate_verb	precedir_verb
garcía_propernoun	garcía_propernoun
hypoplasia_noun	hipoplàsia_noun
adverb_noun	adverbi_noun
moving_adjective	emotiu_adjective
accordion_noun	acordió_noun
tissue_noun	teixit_noun
prevaricate_verb	prevaricar_verb
response_noun	resposta_noun
rearm_verb	rearmar_verb
gently_adverb	afablement_adverb
antler_noun	banya_noun
thin_verb	aprimar_verb
eyesight_noun	vista_noun
subliminal_adjective	subliminal_adjective
giampiero_propernoun	giampiero_propernoun
acceptance_noun	acceptació_noun
perimeter_noun	perímetre_noun
nepalese_noun	nepalès_noun
galceran_propernoun	galceran_propernoun
vespucci_propernoun	vespucci_propernoun
gather_verb	reunir_verb
hedonistic_adjective	hedonista_adjective
retailer_noun	detallista_noun
care_noun	assistència_noun
sayol_propernoun	sayol_propernoun
gem_noun	gemma_noun
sienna_propernoun	sienna_propernoun
position_noun	posició_noun
sergi-mas_propernoun	sergi-mas_propernoun
cairn_noun	fita_noun
curie_noun	curie_noun
balulde_propernoun	balulde_propernoun
cavanagh_propernoun	cavanagh_propernoun
logarithmic_adjective	logarítmic_adjective
endogamy_noun	endogàmia_noun
garbled_adjective	confús_adjective
lesly_propernoun	lesly_propernoun
khyber-pakhtunkhwa_propernoun	khyber-pakhtunkhwa_propernoun
de-brún_propernoun	de-brún_propernoun
urination_noun	micció_noun
piss_verb	pixar_verb
twist_verb	serpentejar_verb
as-much-as_adverb	tant-com_adverb
apostle_noun	apòstol_noun
dotted_adjective	de-punts_adjective
modesty_noun	pudor_noun
fernánda_propernoun	fernánda_propernoun
overseas_adverb	ultramar_adverb
listener_noun	oient_noun
crowley_propernoun	crowley_propernoun
go-down_verb	davallar_verb
nevaeh_propernoun	nevaeh_propernoun
cross_noun	creu_noun
lael_propernoun	lael_propernoun
tissot_propernoun	tissot_propernoun
lipoprotein_noun	lipoproteïna_noun
radio-telescope_noun	radiotelescopi_noun
stable_adjective	estable_adjective
rape_noun	violació_noun
plaster_verb	enguixar_verb
rizk_propernoun	rizk_propernoun
strike_verb	copejar_verb
overgrazing_noun	sobrepasturatge_noun
novo_propernoun	novo_propernoun
maltais_propernoun	maltais_propernoun
materialisation_noun	materialització_noun
snort_verb	esbufegar_verb
reread_verb	rellegir_verb
sack_noun	sac_noun
magdalena_propernoun	magdalena_propernoun
geminiano_propernoun	geminiano_propernoun
alloza_propernoun	alloza_propernoun
daphne_propernoun	daphne_propernoun
audeliano_propernoun	audeliano_propernoun
fork_noun	forquilla_noun
duarte_propernoun	duarte_propernoun
junior_propernoun	junior_propernoun
outfit_noun	roba_noun
cryogenic_adjective	criogènic_adjective
peacock_noun	paó_noun
upwards_adverb	enlaire_adverb
cliff_noun	penya-segat_noun
melanie_propernoun	melanie_propernoun
scooter_noun	patinet_noun
calyx_noun	calze_noun
cameroon_propernoun	camerun_propernoun
blastomere_noun	blastòmer_noun
resolve_verb	resoldre_verb
cárceles_propernoun	cárceles_propernoun
zombie_noun	zombi_noun
inarticulate_adjective	inarticulat_adjective
incorrelation_noun	incorrelació_noun
antelope_noun	antílop_noun
revive_verb	reanimar_verb
roughly-speaking_adverb	a-grans-trets_adverb
puigmarti_propernoun	puigmarti_propernoun
mersenne_propernoun	mersenne_propernoun
óscar-pereiro_propernoun	óscar-pereiro_propernoun
milwaukee_propernoun	milwaukee_propernoun
overestimate_verb	sobrevalorar_verb
scale_noun	bàscula_noun
gondwana_propernoun	gondwana_propernoun
pirouette_noun	cabriola_noun
levy_verb	dictaminar_verb
segway_propernoun	segway_propernoun
shell_noun	petxina_noun
zoé_propernoun	zoé_propernoun
saturate_verb	saturar_verb
federate_verb	federar_verb
pullman_propernoun	pullman_propernoun
sprint_noun	esprint_noun
proscribe_verb	proscriure_verb
basco_propernoun	basco_propernoun
very_adverb	gaire_adverb
sublimate_verb	sublimar_verb
violeta_propernoun	violeta_propernoun
gate_noun	comporta_noun
emphasise_verb	emfatitzar_verb
honeycomb_noun	bresca_noun
mckellen_propernoun	mckellen_propernoun
piety_noun	pietat_noun
dalmau_propernoun	dalmau_propernoun
empty_adjective	desert_adjective
boixadera_propernoun	boixadera_propernoun
sarra_propernoun	sarra_propernoun
vaugeois_propernoun	vaugeois_propernoun
squad_noun	escamot_noun
systole_noun	sístole_noun
soy_propernoun	soy_propernoun
palestinian_adjective	palestí_adjective
crash_verb	estavellar_verb
mikel_propernoun	mikel_propernoun
anatoly_propernoun	anatoly_propernoun
vasodilation_noun	vasodilatació_noun
moderate_adjective	moderat_adjective
marxist_noun	marxista_noun
blanes_propernoun	blanes_propernoun
podiatrist_noun	podòleg_noun
pohl_propernoun	pohl_propernoun
dynamic_adjective	dinàmic_adjective
regicide_noun	regicidi_noun
korean_adjective	coreà_adjective
individually_adverb	individualment_adverb
variable_adjective	variable_adjective
four_numeral	quatre_numeral
photolysis_noun	fotòlisi_noun
taraki_propernoun	taraki_propernoun
aitor_propernoun	aitor_propernoun
yardarm_noun	penol_noun
ironing_noun	planxada_noun
alden_propernoun	alden_propernoun
solans_propernoun	solans_propernoun
goupil_propernoun	goupil_propernoun
alarm_noun	alerta_noun
slow_adverb	a-poc-a-poc_adverb
severino_propernoun	severino_propernoun
audiphone_noun	audiòfon_noun
robbery_noun	robatori_noun
bus-station_noun	estació-d'autobusos_noun
intransitive_adjective	intransitiu_adjective
petiguay_propernoun	petiguay_propernoun
calpe_propernoun	calp_propernoun
arnaud_propernoun	arnaud_propernoun
sealand_propernoun	sealand_propernoun
divulge_verb	divulgar_verb
ready-to-operate_adverb	a-punt_adverb
daría_propernoun	daría_propernoun
vladimir_propernoun	vladimir_propernoun
oceanity_noun	oceanitat_noun
divinely_adverb	divinament_adverb
suburb_noun	raval_noun
athos_propernoun	athos_propernoun
gorgonio_propernoun	gorgonio_propernoun
café_noun	cafeteria_noun
shed_noun	cabanya_noun
brief_verb	informar_verb
as-far-as-they're-concerned_adverb	per-la-seva-part_adverb
unsuitable_adjective	inapropiat_adjective
based-on-facts_adjective	basat-en-fets_adjective
extraterrestrial_adjective	extraterrestre_adjective
worthington_propernoun	worthington_propernoun
velásquez_propernoun	velásquez_propernoun
gioacchino_propernoun	gioacchino_propernoun
marrakesh_propernoun	marràqueix_propernoun
unstable_adjective	inestable_adjective
in-the-years-to-come_adverb	en-anys-venidors_adverb
optomyometer_noun	optomiòmetre_noun
thenceforwards_adverb	des-d'aleshores_adverb
chênevert_propernoun	chênevert_propernoun
good-night_interjection	bona-nit_interjection
zeolite_noun	zeolita_noun
anal_adjective	anal_adjective
counter_noun	taulell_noun
tunis_propernoun	tunis_propernoun
dadaism_noun	dadaisme_noun
relate_verb	narrar_verb
nucleic-acid_noun	àcid-nucleic_noun
assiduity_noun	assiduïtat_noun
great_adjective	gran_adjective
point_verb	apuntar_verb
sultan_propernoun	sultan_propernoun
tous_propernoun	tous_propernoun
onwards_adverb	cap-avant_adverb
for-luck_adverb	per-sort_adverb
burón_propernoun	burón_propernoun
cadieux_propernoun	cadieux_propernoun
account_noun	compte_noun
guildhall_propernoun	guildhall_propernoun
master_verb	dominar_verb
organisation_noun	organització_noun
galdino_propernoun	galdino_propernoun
subject_noun	afer_noun
arthur_propernoun	arthur_propernoun
masseau_propernoun	masseau_propernoun
zygoma_noun	zigoma_noun
sega_propernoun	sega_propernoun
hundred_numeral	cent_numeral
gill_propernoun	gill_propernoun
ceferino_propernoun	ceferino_propernoun
save_verb	guardar_verb
upcoming_adjective	proper_adjective
optotype_noun	optotip_noun
gaudreault_propernoun	gaudreault_propernoun
escalation_noun	augment_noun
infamously_adverb	de-manera-infame_adverb
ankylosis_noun	anquilosi_noun
joey_propernoun	joey_propernoun
lauzière_propernoun	lauzière_propernoun
save_verb	estalviar_verb
depository_adjective	dipositari_adjective
matamala_propernoun	matamala_propernoun
feedstock_noun	matèria-primera_noun
eschatological_adjective	escatològic_adjective
consistory_noun	consistori_noun
float_verb	flotar_verb
praise_noun	lloança_noun
pinewood_noun	pineda_noun
glycolysis_noun	glicòlisi_noun
célica_propernoun	célica_propernoun
aware_adjective	conscient_adjective
obomsawin_propernoun	obomsawin_propernoun
kylie_propernoun	kylie_propernoun
jalen_propernoun	jalen_propernoun
magnetic-resonance-imaging_noun	imatgeria-per-ressonància-magnètica_noun
dedication_noun	dedicació_noun
almost_adverb	gairebé_adverb
lenarčič_propernoun	lenarčič_propernoun
pictogram_noun	pictograma_noun
analogue_noun	equivalent_noun
consecutive_adjective	consecutiu_adjective
el-mansouri_propernoun	el-mansouri_propernoun
microscopically_adverb	microscòpicament_adverb
galeano_propernoun	galeano_propernoun
djibouti_propernoun	djibouti_propernoun
micronucleus_noun	micronucli_noun
wilful_adjective	obstinat_adjective
docile_adjective	dòcil_adjective
cooperatively_adverb	de-manera-cooperativa_adverb
cerrato_propernoun	cerrato_propernoun
onella_propernoun	onella_propernoun
contributory_adjective	contributiu_adjective
beginner_noun	principiant_noun
means_noun	mitjà_noun
panetta_propernoun	panetta_propernoun
clop_propernoun	clop_propernoun
joke_noun	acudit_noun
pachanos_propernoun	pachanos_propernoun
kaila_propernoun	kaila_propernoun
infuriate_verb	revoltar_verb
go-back_verb	tornar_verb
epidemic_noun	epidèmia_noun
dextrose_noun	dextrosa_noun
route_verb	enviar_verb
ganglion_noun	gangli_noun
free-share_noun	acció-gratuïta_noun
phosphine_noun	fosfina_noun
classicism_noun	classicisme_noun
cap_noun	gorra_noun
constance_propernoun	constance_propernoun
curve_verb	tòrcer_verb
disruptor_noun	disruptor_noun
heath_propernoun	heath_propernoun
depict_verb	descriure_verb
weevil_noun	corc_noun
rale_noun	ranera_noun
overrule_verb	desautoritzar_verb
gutierrez_propernoun	gutierrez_propernoun
in-abundance_adverb	en-abundància_adverb
oil-lamp_noun	cresol_noun
below_preposition	sota_preposition
driver_noun	conductor_noun
sack_verb	acomiadar_verb
whose_relativepronoun	del-qual_relativepronoun
gravestone_noun	làpida_noun
mailing_noun	publitramesa_noun
godon_propernoun	godon_propernoun
after_adverb	després_adverb
amaja_propernoun	amaja_propernoun
silvino_propernoun	silvino_propernoun
milliequivalent_noun	mil·liequivalent_noun
crash_noun	accident_noun
éthier_propernoun	éthier_propernoun
cullen_propernoun	cullen_propernoun
explode_verb	fer-explotar_verb
tinkle_verb	dringar_verb
uproar_noun	esvalot_noun
relay_noun	relé_noun
surrealist_adjective	surrealista_adjective
lemery_propernoun	lemery_propernoun
theater_noun	teatre_noun
arsenault_propernoun	arsenault_propernoun
brighton_propernoun	brighton_propernoun
mushy_adjective	moll_adjective
expressionistic_adjective	expressionista_adjective
integrity_noun	integritat_noun
budgetary_adjective	pressupostari_adjective
traumatic_adjective	traumàtic_adjective
salmon_propernoun	salmon_propernoun
