il·legítimament_adverb	ilegitimamente_adverb
natja_noun	nádega_noun
manau_propernoun	manau_propernoun
pavao_propernoun	pavao_propernoun
parisenc_noun	parisiense_noun
milot_propernoun	milot_propernoun
truscia_propernoun	truscia_propernoun
connotar_verb	conotar_verb
staubach_propernoun	staubach_propernoun
baix-maestrat_propernoun	baix-maestrat_propernoun
tidu_propernoun	tidu_propernoun
segetal_adjective	segetal_adjective
théroux_propernoun	théroux_propernoun
samson_propernoun	samson_propernoun
capitán_propernoun	capitán_propernoun
nina_noun	boneco_noun
indeliberat_adjective	indeliberado_adjective
wilhelmy_propernoun	wilhelmy_propernoun
rostellato_propernoun	rostellato_propernoun
mariscal_noun	marechal_noun
passador_adjective	passador_adjective
entrada_noun	entrada_noun
galp_propernoun	galp_propernoun
patelmo_propernoun	patelmo_propernoun
smart_propernoun	smart_propernoun
descontaminació_noun	descontaminação_noun
hussain_propernoun	hussain_propernoun
vori_noun	marfim_noun
eclesiàsticament_adverb	eclesiasticamente_adverb
vulgar_adjective	vulgar_adjective
orti_propernoun	orti_propernoun
vilar_propernoun	vilar_propernoun
elèctrode_noun	eléctrodo_noun
heterogàmic_adjective	heterogâmico_adjective
frison_propernoun	frison_propernoun
coral_adjective	coral_adjective
misericordiós_adjective	misericordioso_adjective
palardy_propernoun	palardy_propernoun
polèmic_adjective	polémico_adjective
tia_noun	tio_noun
ivete_propernoun	ivete_propernoun
yōko_propernoun	yōko_propernoun
mentalitzar_verb	mentalizar_verb
seure_verb	sentar_verb
torrisi_propernoun	torrisi_propernoun
depòsit_noun	depósito_noun
ulceració_noun	ulceração_noun
caracteritzador_adjective	caracterizador_adjective
ronconi_propernoun	ronconi_propernoun
donati_propernoun	donati_propernoun
geniós_adjective	genioso_adjective
allò_pronoun	aquilo_pronoun
menàrguens_propernoun	menàrguens_propernoun
deland_propernoun	deland_propernoun
l'ampolla_propernoun	l'ampolla_propernoun
diferent_adjective	diferente_adjective
allevi_propernoun	allevi_propernoun
bondía_propernoun	bondía_propernoun
marginalment_adverb	marginalmente_adverb
octal_adjective	octal_adjective
matanza_noun	matanza_noun
apaolaza_propernoun	apaolaza_propernoun
jaramillo_propernoun	jaramillo_propernoun
larreina_propernoun	larreina_propernoun
mobutu_propernoun	mobutu_propernoun
pinso_noun	penso_noun
faucher_propernoun	faucher_propernoun
sota_adverb	embaixo_adverb
invertible_adjective	invertível_adjective
généreux_propernoun	généreux_propernoun
bonavitacola_propernoun	bonavitacola_propernoun
chierici_propernoun	chierici_propernoun
ubiratan_propernoun	ubiratan_propernoun
devastar_verb	devastar_verb
teitelbaum_propernoun	teitelbaum_propernoun
raccuglia_propernoun	raccuglia_propernoun
verdura_noun	verdura_noun
aureo_propernoun	aureo_propernoun
sobrecompensació_noun	sobrecompensação_noun
bayon_propernoun	bayon_propernoun
eventració_noun	eventração_noun
alcott_propernoun	alcott_propernoun
gouin_propernoun	gouin_propernoun
fins-i-tot_adverb	mesmo_adverb
al-sud-oest_adverb	a-sudoeste_adverb
sampson_propernoun	sampson_propernoun
despotisme_noun	despotismo_noun
explícit_adjective	explícito_adjective
ram_noun	ramo_noun
zannini_propernoun	zannini_propernoun
aécio_propernoun	aécio_propernoun
microscòpic_adjective	microscópico_adjective
quintana_propernoun	quintana_propernoun
exercitació_noun	exercitação_noun
xert_propernoun	xert_propernoun
averiar_verb	averiar_verb
teledinàmic_adjective	teledinâmico_adjective
corumbá_propernoun	corumbá_propernoun
rico_propernoun	rico_propernoun
letal_adjective	letal_adjective
beltrandi_propernoun	beltrandi_propernoun
moscardelli_propernoun	moscardelli_propernoun
implorar_verb	implorar_verb
virgínia_propernoun	virgínia_propernoun
rufian_propernoun	rufian_propernoun
sonego_propernoun	sonego_propernoun
supinador_adjective	supinador_adjective
esforçar_verb	esforçar_verb
desordre_noun	desordem_noun
dutxar_verb	tomar-um-duche_verb
impassibilitat_noun	impassibilidade_noun
tietê_propernoun	tietê_propernoun
osires_propernoun	osires_propernoun
salazar_propernoun	salazar_propernoun
martorana_propernoun	martorana_propernoun
juliana_propernoun	juliana_propernoun
enquadrable_adjective	enquadrável_adjective
bullfrog_propernoun	bullfrog_propernoun
gregorio_propernoun	gregorio_propernoun
binomial_adjective	binomial_adjective
algarra_propernoun	algarra_propernoun
tossi_propernoun	tossi_propernoun
prestamburgo_propernoun	prestamburgo_propernoun
riu_propernoun	riu_propernoun
antimilitarista_noun	antimilitarista_noun
amulètic_adjective	amulético_adjective
san-miguel-de-salinas_propernoun	san-miguel-de-salinas_propernoun
daudet_propernoun	daudet_propernoun
inspiratiu_adjective	inspirativo_adjective
injectable_adjective	injectável_adjective
al·lèrgicament_adverb	alergicamente_adverb
yanukovych_propernoun	yanukovych_propernoun
per-ventura_adverb	talvez_adverb
agirretxe_propernoun	agirretxe_propernoun
orleans_propernoun	orleães_propernoun
fraccaro_propernoun	fraccaro_propernoun
ferramenta_noun	ferramenta_noun
locas_propernoun	locas_propernoun
acatar_verb	acatar_verb
creta_propernoun	creta_propernoun
barat_adjective	barato_adjective
bourque_propernoun	bourque_propernoun
liaño_propernoun	liaño_propernoun
pearson_propernoun	pearson_propernoun
arriaga_propernoun	arriaga_propernoun
simplement_adverb	simplesmente_adverb
sheila_propernoun	sheila_propernoun
pompeo_propernoun	pompeo_propernoun
sustentablement_adverb	sustentavelmente_adverb
mcgwire_propernoun	mcgwire_propernoun
berrocal_propernoun	berrocal_propernoun
que_relativepronoun	que_relativepronoun
que_pronoun	que_pronoun
hipertensiu_adjective	hipertensivo_adjective
martín_propernoun	martín_propernoun
contaminador_adjective	contaminador_adjective
villa_propernoun	villa_propernoun
bufali_propernoun	bufali_propernoun
elyse_propernoun	elyse_propernoun
ciment_noun	cimento_noun
pellegatta_propernoun	pellegatta_propernoun
sincipital_adjective	sincipital_adjective
fougère_propernoun	fougère_propernoun
isomorfisme_noun	isomorfismo_noun
greenburg_propernoun	greenburg_propernoun
desbaratament_noun	desbaratamento_noun
meitat_noun	metade_noun
centímetre_noun	centímetro_noun
lafont_propernoun	lafont_propernoun
dziedricki_propernoun	dziedricki_propernoun
llunell_propernoun	llunell_propernoun
domon_propernoun	domon_propernoun
rainville_propernoun	rainville_propernoun
gelpí_propernoun	gelpí_propernoun
baud_propernoun	baud_propernoun
morato_propernoun	morato_propernoun
bono-martinez_propernoun	bono-martinez_propernoun
pensant_adjective	pensante_adjective
hénault_propernoun	hénault_propernoun
febricitant_adjective	febricitante_adjective
ghamraoui_propernoun	ghamraoui_propernoun
petrer_propernoun	petrer_propernoun
sebbag_propernoun	sebbag_propernoun
hayes_propernoun	hayes_propernoun
serologia_noun	serologia_noun
pluripartidisme_noun	pluripartidarismo_noun
rove_propernoun	rove_propernoun
simonia_noun	simonia_noun
almiron_propernoun	almiron_propernoun
palizzi_propernoun	palizzi_propernoun
xilòfon_noun	xilofone_noun
egipci_adjective	egípcio_adjective
passatemps_noun	passatempo_noun
nigerià_noun	nigeriano_noun
estacional_adjective	estacional_adjective
gran-duc_noun	grã-duquesa_noun
st-charles_propernoun	st-charles_propernoun
orinoco_propernoun	orenoco_propernoun
cristo_propernoun	cristo_propernoun
suspendre_verb	chumbar_verb
ingerir_verb	ingerir_verb
del-qual_relativepronoun	de-quem_relativepronoun
tarquinio_propernoun	tarquinio_propernoun
ideal_adjective	ideal_adjective
fanatitzar_verb	fanatizar_verb
fabián_propernoun	fabián_propernoun
queneau_propernoun	queneau_propernoun
rabbito_propernoun	rabbito_propernoun
baix_adjective	baixo_adjective
amalric_propernoun	amalric_propernoun
chatillon_propernoun	chatillon_propernoun
teatralitat_noun	teatralidade_noun
veneto_propernoun	veneto_propernoun
presumptament_adverb	supostamente_adverb
hondureny_noun	hondurenho_noun
vell_adjective	velho_adjective
publicà_noun	publicano_noun
philippon_propernoun	philippon_propernoun
sens_preposition	sem_preposition
oromi_propernoun	oromi_propernoun
vadnais_propernoun	vadnais_propernoun
geomàntic_adjective	geomântico_adjective
somma_propernoun	somma_propernoun
sigil_noun	sigilo_noun
interposició_noun	interposição_noun
general_noun	general_noun
ménétrier_propernoun	ménétrier_propernoun
metàl·licament_adverb	metalicamente_adverb
alimentable_adjective	alimentável_adjective
sofrir_verb	sofrer_verb
trupia_propernoun	trupia_propernoun
euronext_propernoun	euronext_propernoun
caldero_propernoun	caldero_propernoun
clandestinitat_noun	clandestinidade_noun
osman_propernoun	osman_propernoun
relacionable_adjective	relacionável_adjective
consens_noun	consenso_noun
conclusiu_adjective	conclusivo_adjective
donar_verb	doar_verb
ranucci_propernoun	ranucci_propernoun
duranti_propernoun	duranti_propernoun
realacci_propernoun	realacci_propernoun
susceptibilitat_noun	susceptibilidade_noun
dignament_adverb	dignamente_adverb
humitat_noun	umidade_noun
guo_propernoun	guo_propernoun
codinach_propernoun	codinach_propernoun
dechantal_propernoun	dechantal_propernoun
suïls_propernoun	suïls_propernoun
directe_adjective	direto_adjective
bosquet_propernoun	bosquet_propernoun
observablement_adverb	observavelmente_adverb
eudiomètric_adjective	eudiométrico_adjective
suposició_noun	suposição_noun
saltar_verb	saltar_verb
ted_propernoun	ted_propernoun
mezzapelle_propernoun	mezzapelle_propernoun
domèstic_adjective	doméstico_adjective
pulmonat_adjective	pulmonado_adjective
mogàs_propernoun	mogàs_propernoun
otològic_adjective	otológico_adjective
malnom_noun	apelido_noun
experiencial_adjective	experiencial_adjective
hazan_propernoun	hazan_propernoun
antiartrític_adjective	antiartrítico_adjective
equivocació_noun	equivocação_noun
sacietat_noun	saciedade_noun
https_noun	https_noun
préville_propernoun	préville_propernoun
zucaina_propernoun	zucaina_propernoun
la-jonquera_propernoun	la-jonquera_propernoun
martial_propernoun	martial_propernoun
reprovador_adjective	reprovador_adjective
cammarata_propernoun	cammarata_propernoun
lluny_adverb	ao-largo_adverb
receptacle_noun	recetáculo_noun
chisholm_propernoun	chisholm_propernoun
secretaria_noun	secretaria_noun
bourgault_propernoun	bourgault_propernoun
aiestaran_propernoun	aiestaran_propernoun
biolchi_propernoun	biolchi_propernoun
pessamessa_propernoun	pessamessa_propernoun
alfonso_propernoun	alfonso_propernoun
setanta-huité_adjective	septuagésimo-oitavo_adjective
puerperal_adjective	puerperal_adjective
moscovita_adjective	moscovita_adjective
letífic_adjective	letífico_adjective
taiwan_propernoun	taiwan_propernoun
rolfe_propernoun	rolfe_propernoun
ursu_propernoun	ursu_propernoun
guridi_propernoun	guridi_propernoun
interessant_adjective	interessante_adjective
stradella_propernoun	stradella_propernoun
confessionari_noun	confessionário_noun
xicotet_adjective	pequeno_adjective
gogh_propernoun	gogh_propernoun
ultranacionalista_noun	ultranacionalista_noun
corrent_noun	corrente_noun
torres-de-segre_propernoun	torres-de-segre_propernoun
ovando_propernoun	ovando_propernoun
donnedieu_propernoun	donnedieu_propernoun
guardeño_propernoun	guardeño_propernoun
univocació_noun	univocação_noun
socialment_adverb	socialmente_adverb
egeu_propernoun	egeu_propernoun
regal_noun	presente_noun
boví_adjective	bovino_adjective
patton_propernoun	patton_propernoun
immadur_adjective	imaturo_adjective
concertista_noun	concertista_noun
carrey_propernoun	carrey_propernoun
bucătaru_propernoun	bucătaru_propernoun
yague_propernoun	yague_propernoun
fiat_propernoun	fiat_propernoun
promulgable_adjective	promulgável_adjective
barrau_propernoun	barrau_propernoun
ayala_propernoun	ayala_propernoun
irma_propernoun	irma_propernoun
florístic_adjective	florístico_adjective
simonetti_propernoun	simonetti_propernoun
revalidació_noun	revalidação_noun
butlletí_noun	boletim_noun
decadentista_adjective	decadentista_adjective
mesopotàmia_propernoun	mesopotâmia_propernoun
fiducial_adjective	fiducial_adjective
ruiz-i-garcia_propernoun	ruiz-i-garcia_propernoun
antolin_propernoun	antolin_propernoun
heràldic_adjective	heráldico_adjective
chiaravalloti_propernoun	chiaravalloti_propernoun
ús_noun	uso_noun
examinar_verb	examinar_verb
electromagnètic_adjective	eletromagnético_adjective
laurin_propernoun	laurin_propernoun
fotoelèctric_adjective	fotoelétrico_adjective
fum_noun	fumo_noun
vistabella-del-maestrat_propernoun	vistabella-del-maestrat_propernoun
pallavicino_propernoun	pallavicino_propernoun
treta-huité_adjective	trigésimo-oitavo_adjective
deschamps_propernoun	deschamps_propernoun
orsatti_propernoun	orsatti_propernoun
artificialment_adverb	artificialmente_adverb
intimidatori_adjective	intimidatório_adjective
arriscar_verb	arriscar_verb
meg_propernoun	meg_propernoun
bèl·lic_adjective	bélico_adjective
deure_noun	dever_noun
pedrós_adjective	pedroso_adjective
este_demonstrativepronoun	este_demonstrativepronoun
acupuntura_noun	acupuntura_noun
ventura_propernoun	ventura_propernoun
von-goethe_propernoun	von-goethe_propernoun
quiescent_adjective	quiescente_adjective
brotons_propernoun	brotons_propernoun
infinitesimal_adjective	infinitesimal_adjective
ceesay_propernoun	ceesay_propernoun
apicultura_noun	apicultura_noun
estomàtic_adjective	estomático_adjective
cobejar_verb	cobiçar_verb
ofensiu_adjective	ofensivo_adjective
hoquei-sobre-gel_noun	hóquei-no-gelo_noun
chatigny_propernoun	chatigny_propernoun
geremek_propernoun	geremek_propernoun
natalment_adverb	natalmente_adverb
a-contracor_adverb	a-contragosto_adverb
lasarte_propernoun	lasarte_propernoun
caligiuri_propernoun	caligiuri_propernoun
matarredona_propernoun	matarredona_propernoun
troia_propernoun	troia_propernoun
irrepetiblement_adverb	irrepetivelmente_adverb
coartació_noun	coarctação_noun
coberta_noun	capa_noun
macina_propernoun	macina_propernoun
obvi_adjective	óbvio_adjective
casellato_propernoun	casellato_propernoun
sotero_propernoun	sotero_propernoun
encerador_adjective	encerador_adjective
actriu_noun	actriz_noun
cèsar_propernoun	césar_propernoun
lassonde_propernoun	lassonde_propernoun
degeneratiu_adjective	degenerativo_adjective
o'connor_propernoun	o'connor_propernoun
beas_propernoun	beas_propernoun
gimnàstic_adjective	ginástico_adjective
gianotti_propernoun	gianotti_propernoun
forcadell_propernoun	forcadell_propernoun
salazarisme_noun	salazarismo_noun
organogràfic_adjective	organográfico_adjective
latronico_propernoun	latronico_propernoun
aquest_pronoun	esse_pronoun
volta_propernoun	volta_propernoun
gnomològic_adjective	gnomológico_adjective
arremetre_verb	arremeter_verb
benidoleig_propernoun	benidoleig_propernoun
napolità_adjective	napolitano_adjective
antoniozzi_propernoun	antoniozzi_propernoun
santa-susanna_propernoun	santa-susanna_propernoun
refilador_adjective	refilador_adjective
empresarial_adjective	empresarial_adjective
senyal_noun	senha_noun
sofisticat_adjective	sofisticado_adjective
badell_propernoun	badell_propernoun
diodati_propernoun	diodati_propernoun
duchamp_propernoun	duchamp_propernoun
competència_noun	concorrência_noun
sardi_propernoun	sardi_propernoun
celestí_adjective	celestino_adjective
ocupacional_adjective	ocupacional_adjective
roddick_propernoun	roddick_propernoun
estoril_propernoun	estoril_propernoun
indefectiblement_adverb	indefectivelmente_adverb
cortada_propernoun	cortada_propernoun
cope_propernoun	cope_propernoun
d'ençà_adverb	desde-então_adverb
olorar_verb	cheirar_verb
kérouack_propernoun	kérouack_propernoun
lheureux_propernoun	lheureux_propernoun
exportar_verb	exportar_verb
poltre_noun	potro_noun
nicks_propernoun	nicks_propernoun
maggessi_propernoun	maggessi_propernoun
hisenda_noun	fazenda_noun
foz-do-iguaçu_propernoun	foz-do-iguaçu_propernoun
yebra_propernoun	yebra_propernoun
ballet_noun	ballet_noun
blaga_propernoun	blaga_propernoun
alexandria_propernoun	alexandria_propernoun
einsteinià_adjective	einsteiniano_adjective
marbre_noun	mármore_noun
margallo_propernoun	margallo_propernoun
faraònic_adjective	faraónico_adjective
providència_noun	providência_noun
puericultura_noun	puericultura_noun
variable_noun	variável_noun
oiarzábal_propernoun	oiarzábal_propernoun
