waiting-for_preposition_en	esperando-a_preposition_es
ten-hundred_numeral_en	mil_numeral_es
japan_propernoun_en	japón_propernoun_es
home_noun_en	hogar_noun_es
don't-count-your-chickens-before-they're-hatched_interjection_en	no-hay-que-vender-la-piel-del-oso-antes-de-cazarlo_interjection_es
in-truth_adverb_en	en-verdad_adverb_es
shepherd_noun_en	pastor_noun_es
rio-de-janeiro_propernoun_en	rio-de-janeiro_propernoun_es
weighting_noun_en	ponderación_noun_es
animosity_noun_en	animosidad_noun_es
diorite_noun_en	diorita_noun_es
some_pronoun_en	alguno_pronoun_es
parsec_noun_en	pársec_noun_es
curse_noun_en	maldición_noun_es
cryptorchidism_noun_en	criptorquidia_noun_es
get-dirty_verb_en	ensuciarse_verb_es
canido_propernoun_en	canido_propernoun_es
spectrum_noun_en	espectro_noun_es
house_verb_en	albergar_verb_es
code_noun_en	código_noun_es
dud_noun_en	inutilidad_noun_es
a-stitch-in-time-saves-nine_interjection_en	una-puntada-a-tiempo-ahorra-ciento_interjection_es
slander_verb_en	calumniar_verb_es
retort_noun_en	réplica_noun_es
mde_propernoun_en	mde_propernoun_es
field_noun_en	ámbito_noun_es
polish_noun_en	abrillantador_noun_es
lapse_noun_en	lapso_noun_es
this-morning_adverb_en	esta-mañana_adverb_es
rhino_noun_en	rinoceronte_noun_es
cyprus_propernoun_en	chipre_propernoun_es
assertedly_adverb_en	afirmadamente_adverb_es
complaint_noun_en	queja_noun_es
under-my-very-nose_subordinatingconjunction_en	en-mis-propias-narices_subordinatingconjunction_es
slippers_noun_en	pantuflas_noun_es
stabilisation_noun_en	estabilización_noun_es
molybdenum_noun_en	molibdeno_noun_es
gelatinous_adjective_en	gelatinoso_adjective_es
identify_verb_en	identificar_verb_es
half-line_noun_en	semirrecta_noun_es
psychism_noun_en	psiquismo_noun_es
rubalcaba_propernoun_en	rubalcaba_propernoun_es
border_noun_en	frontera_noun_es
fog_noun_en	niebla_noun_es
broadcast_noun_en	emisión_noun_es
succour_verb_en	socorrer_verb_es
roman_adjective_en	romano_adjective_es
tear_verb_en	desgarrar_verb_es
spray_noun_en	espray_noun_es
terrorism_noun_en	terrorismo_noun_es
brazilian_adjective_en	brasileño_adjective_es
articulation_noun_en	articulación_noun_es
german_adjective_en	alemán_adjective_es
patch_noun_en	remiendo_noun_es
spring_verb_en	saltar_verb_es
placed_adjective_en	colocado_adjective_es
salvation_noun_en	salvación_noun_es
rhapsodic_adjective_en	rapsódico_adjective_es
himself_pronoun_en	prpers_pronoun_es
himself_reflexivepersonalpronoun_en	prpers_reflexivepersonalpronoun_es
lawn_noun_en	césped_noun_es
rigid_adjective_en	rígido_adjective_es
recrimination_noun_en	recriminación_noun_es
grooved_adjective_en	estriado_adjective_es
carbon_noun_en	carbono_noun_es
sonometer_noun_en	sonómetro_noun_es
dispute_noun_en	disputa_noun_es
as-far-as-i-know_adverb_en	por-lo-que-yo-sé_adverb_es
kirchner_propernoun_en	kirchner_propernoun_es
roar_noun_en	rugido_noun_es
grumpy_adjective_en	gruñón_adjective_es
falconry_noun_en	halconería_noun_es
limnology_noun_en	limnología_noun_es
expert_adjective_en	experto_adjective_es
foreword_noun_en	prefacio_noun_es
dismay_verb_en	desanimar_verb_es
accidentally_adverb_en	accidentadamente_adverb_es
unnecessary_adjective_en	innecesario_adjective_es
soil_noun_en	suelo_noun_es
hemoglobin_noun_en	hemoglobina_noun_es
managerial_adjective_en	gerencial_adjective_es
for-sure_adverb_en	a-ciencia-cierta_adverb_es
germ_noun_en	germen_noun_es
t-shirt_noun_en	camiseta_noun_es
birefringence_noun_en	birrefringencia_noun_es
phytoplankton_noun_en	fitoplancton_noun_es
debenture_noun_en	obligación_noun_es
for-the-last-time_adverb_en	por-última-golpe_adverb_es
slur_noun_en	calumnia_noun_es
consecrate_verb_en	consagrar_verb_es
frenchwoman_noun_en	gala_noun_es
a-shitload-of_pronoun_en	un-mogollón-de_pronoun_es
a-shitload-of_determiner_en	un-mogollón-de_determiner_es
a-shitload-of_determiner_en	un-mogollón-de_determiner_es
a-shitload-of_pronoun_en	un-mogollón-de_pronoun_es
a-shitload-of_determiner_en	un-mogollón-de_determiner_es
quart-de-poblet_propernoun_en	quart-de-poblet_propernoun_es
eganet_propernoun_en	eganet_propernoun_es
adapt_verb_en	adecuar_verb_es
jihomoravský-kraj_propernoun_en	jihomoravský-kraj_propernoun_es
hatching_noun_en	eclosión_noun_es
probable_adjective_en	probable_adjective_es
alloy_noun_en	aleación_noun_es
tremendous_adjective_en	enorme_adjective_es
repel_verb_en	repeler_verb_es
the-one-who_relativepronoun_en	el-que_relativepronoun_es
the-one-who_pronoun_en	el-que_pronoun_es
display_noun_en	exhibición_noun_es
immediately_adverb_en	de-inmediato_adverb_es
arce_propernoun_en	arce_propernoun_es
librarian_noun_en	bibliotecario_noun_es
apply-for_verb_en	solicitar_verb_es
granadan_adjective_en	granadino_adjective_es
mold_noun_en	moho_noun_es
euroatlantic_adjective_en	euroatlántico_adjective_es
dispenser_noun_en	dispensador_noun_es
scored-journey_noun_en	jornada-puntuable_noun_es
or_coordinatingconjunction_en	o_coordinatingconjunction_es
cow_noun_en	vaca_noun_es
garage_noun_en	garaje_noun_es
medlar_noun_en	níspero_noun_es
boycott_noun_en	boicot_noun_es
especially_adverb_en	de-propio_adverb_es
unsatisfactory_adjective_en	insatisfactorio_adjective_es
west-bank_propernoun_en	cisjordania_propernoun_es
caravan_noun_en	caravana_noun_es
aerospace_adjective_en	aeroespacial_adjective_es
assembly_noun_en	asamblea_noun_es
wedding-day_noun_en	día-de-boda_noun_es
information-society_propernoun_en	sociedad-de-la-información_propernoun_es
anthropologist_noun_en	antropólogo_noun_es
problem_noun_en	inconveniente_noun_es
microclimate_noun_en	microclima_noun_es
verification_noun_en	verificación_noun_es
urdiales_propernoun_en	urdiales_propernoun_es
curtail_verb_en	disminuir_verb_es
homoeopathy_noun_en	homeopatía_noun_es
jesus-christ_propernoun_en	jesucristo_propernoun_es
discrepancy_noun_en	discrepancia_noun_es
esperante_propernoun_en	esperante_propernoun_es
crude_adjective_en	crudo_adjective_es
transmutation_noun_en	transmutación_noun_es
superimpose_verb_en	superponer_verb_es
folly_noun_en	locura_noun_es
oier-fano_propernoun_en	oier-fano_propernoun_es
kiosk_noun_en	kiosco_noun_es
miniseries_noun_en	miniserie_noun_es
elemental_adjective_en	elemental_adjective_es
next-february_adverb_en	febrero-que-viene_adverb_es
bend_verb_en	agachar_verb_es
isolate_verb_en	aislar_verb_es
ask-after_verb_en	preguntar-por_verb_es
only_adverb_en	solo_adverb_es
pensioner_noun_en	pensionista_noun_es
funicular_noun_en	funicular_noun_es
suffocate_verb_en	sofocar_verb_es
offside_adjective_en	en-fuera-de-juego_adjective_es
vlad-iii-the-impaler_propernoun_en	vlad-iii-el-empalador_propernoun_es
eclecticism_noun_en	eclecticismo_noun_es
private-prosecution_noun_en	acusación-particular_noun_es
barbecue_noun_en	barbacoa_noun_es
obstruent_adjective_en	obstruyente_adjective_es
exhaustible_adjective_en	agotable_adjective_es
pharmacologically_adverb_en	farmacológicamente_adverb_es
condemnable_adjective_en	condenable_adjective_es
spintronics_noun_en	spintrónica_noun_es
seem_verb_en	parecer_verb_es
dent_noun_en	abolladura_noun_es
tenuous_adjective_en	tenue_adjective_es
academism_noun_en	academicismo_noun_es
neurotransmitter_noun_en	neurotransmisor_noun_es
modernity_noun_en	modernidad_noun_es
finding_noun_en	hallazgo_noun_es
even-more_adverb_en	aún-más_adverb_es
make-a-fresh-start_verb_en	pasar-página_verb_es
registered-car_noun_en	coche-matriculado_noun_es
incentive_noun_en	incentivo_noun_es
morning_noun_en	mañana_noun_es
driver_noun_en	conductor_noun_es
pedigree_noun_en	pedigrí_noun_es
maroto_propernoun_en	maroto_propernoun_es
morph_noun_en	morfo_noun_es
parcelling_noun_en	parcelación_noun_es
guess_noun_en	suposición_noun_es
barbarism_noun_en	barbarismo_noun_es
agent_noun_en	agente_noun_es
morphophysiological_adjective_en	morfofisiológico_adjective_es
seneschal_noun_en	senescal_noun_es
alzheimer_noun_en	alzheimer_noun_es
stroke-of-luck_noun_en	golpe-de-suerte_noun_es
the-one-which_relativepronoun_en	el-que_relativepronoun_es
narcotic_noun_en	narcótico_noun_es
rapid_adjective_en	rápido_adjective_es
present_noun_en	presente_noun_es
inevitable_adjective_en	inevitable_adjective_es
dakar_propernoun_en	dakar_propernoun_es
largely_adverb_en	en-gran-parte_adverb_es
wall_noun_en	tapia_noun_es
as_subordinatingconjunction_en	como_subordinatingconjunction_es
praline_noun_en	praliné_noun_es
derogation_noun_en	derogación_noun_es
natural-order_noun_en	orden-natural_noun_es
diet_noun_en	régimen_noun_es
aggressive_adjective_en	agresivo_adjective_es
o'leary_propernoun_en	o'leary_propernoun_es
one-eyed_adjective_en	tuerto_adjective_es
bardem_propernoun_en	bardem_propernoun_es
geopolitical_adjective_en	geopolítico_adjective_es
operculum_noun_en	opérculo_noun_es
what-a-silly-mistake_interjection_en	qué-fallo_interjection_es
country_noun_en	país_noun_es
ism_propernoun_en	ism_propernoun_es
paintbrush_noun_en	brocha_noun_es
kleyaa_propernoun_en	kleyaa_propernoun_es
enlarge_verb_en	agigantar_verb_es
leading_noun_en	interlineado_noun_es
hierarchical_adjective_en	jerárquico_adjective_es
with_preposition_en	con_preposition_es
lair_noun_en	guarida_noun_es
settle-down_verb_en	apalancar_verb_es
doctorate_noun_en	doctorado_noun_es
at-variance_adverb_en	en-desacuerdo_adverb_es
colourless_adjective_en	incoloro_adjective_es
timidity_noun_en	timidez_noun_es
funnily_adverb_en	chuscamente_adverb_es
ecstasy_noun_en	éxtasis_noun_es
drug-gang_noun_en	banda-de-narcos_noun_es
hackneyed_adjective_en	trillado_adjective_es
formal_adjective_en	formal_adjective_es
stahl_propernoun_en	stahl_propernoun_es
categorically_adverb_en	categóricamente_adverb_es
risk-premium_noun_en	prima-de-riesgo_noun_es
everyday_adjective_en	diario_adjective_es
duplicity_noun_en	duplicidad_noun_es
ab-kamari_propernoun_en	ab-kamarí_propernoun_es
ergodic_adjective_en	ergódico_adjective_es
etymological_adjective_en	etimológico_adjective_es
japanese_adjective_en	nipón_adjective_es
televise_verb_en	televisar_verb_es
shoot_noun_en	brote_noun_es
drug_noun_en	droga_noun_es
vomit_noun_en	vómito_noun_es
replace_verb_en	reponer_verb_es
plankton_noun_en	plancton_noun_es
cathedral_noun_en	seo_noun_es
precious_adjective_en	precioso_adjective_es
monochromatic_adjective_en	monocromático_adjective_es
accreditation_noun_en	acreditación_noun_es
shooting_noun_en	tiroteo_noun_es
yellow_adjective_en	amarillo_adjective_es
subsequently_adverb_en	posteriormente_adverb_es
pediatrician_noun_en	pediatra_noun_es
hot-pepper_noun_en	chile_noun_es
boundless_adjective_en	ilimitado_adjective_es
silly_adjective_en	tonto_adjective_es
bird_noun_en	pájaro_noun_es
sensualism_noun_en	sensualismo_noun_es
schnider_propernoun_en	schnider_propernoun_es
predictive_adjective_en	predictivo_adjective_es
cryovolcanic_adjective_en	criovolcánico_adjective_es
germination_noun_en	germinación_noun_es
own_adjective_en	propio_adjective_es
ignorantly_adverb_en	crasamente_adverb_es
truly_adverb_en	verdaderamente_adverb_es
educate_verb_en	educar_verb_es
surprise_noun_en	sorpresa_noun_es
minogue_propernoun_en	minogue_propernoun_es
impunity_noun_en	impunidad_noun_es
registry_noun_en	registro_noun_es
cephalopod_noun_en	cefalópodo_noun_es
rise_verb_en	aumentar_verb_es
frequently_adverb_en	frecuentemente_adverb_es
parish_adjective_en	parroquial_adjective_es
monitor-events_verb_en	seguir-los-acontecimientos_verb_es
ace_noun_en	as_noun_es
suburb_noun_en	arrabal_noun_es
objectively_adverb_en	objetivamente_adverb_es
wind_noun_en	viento_noun_es
ingenuous_adjective_en	ingenuo_adjective_es
in-a-second_adverb_en	en-un-segundo_adverb_es
revival_noun_en	renacimiento_noun_es
confirmedly_adverb_en	confirmadamente_adverb_es
mental_adjective_en	mental_adjective_es
brain-is-better-than-brawn_interjection_en	más-vale-maña-que-fuerza_interjection_es
incinerate_verb_en	incinerar_verb_es
foreigner_noun_en	extranjero_noun_es
meaty_adjective_en	carnoso_adjective_es
embassy_noun_en	embajada_noun_es
continue-our-collaboration_verb_en	seguir-colaborando_verb_es
desktop-wallpaper_noun_en	fondo-de-escritorio_noun_es
cerium_noun_en	cerio_noun_es
cover_verb_en	abarcar_verb_es
hawaii_propernoun_en	hawái_propernoun_es
ergogenic_adjective_en	ergogénico_adjective_es
questionnaire_noun_en	cuestionario_noun_es
emblematic_adjective_en	emblemático_adjective_es
arrupe_propernoun_en	arrupe_propernoun_es
rotundity_noun_en	rotundidad_noun_es
drop_verb_en	caer_verb_es
daughter_noun_en	hijo_noun_es
beautifully_adverb_en	fantásticamente_adverb_es
commodity_noun_en	mercadería_noun_es
officiality_noun_en	oficialidad_noun_es
exhibit_noun_en	exposición_noun_es
musket_noun_en	mosquete_noun_es
godson_noun_en	ahijado_noun_es
eradication_noun_en	erradicación_noun_es
conventionally_adverb_en	convencionalmente_adverb_es
play_noun_en	juego_noun_es
buddhist_adjective_en	budista_adjective_es
metal_noun_en	metal_noun_es
uproar_noun_en	alboroto_noun_es
schumacher_propernoun_en	schumacher_propernoun_es
disastrously_adverb_en	desastrosamente_adverb_es
motorbike_noun_en	moto_noun_es
support_verb_en	solidarizarse-con_verb_es
instituto-cervantes_propernoun_en	instituto-cervantes_propernoun_es
colajanni_propernoun_en	colajanni_propernoun_es
pressure_noun_en	presión_noun_es
ex_adjective_en	ex_adjective_es
that's-that_interjection_en	y-punto_interjection_es
nicely_adverb_en	amablemente_adverb_es
expand_verb_en	expandir_verb_es
dream_noun_en	sueño_noun_es
backorder_noun_en	pedido-pendiente_noun_es
errenteria_propernoun_en	errenteria_propernoun_es
crop_noun_en	cultivo_noun_es
arietta_noun_en	arieta_noun_es
jaguar_noun_en	jaguar_noun_es
geriatrics_noun_en	geriatría_noun_es
flow_noun_en	flujo_noun_es
historically_adverb_en	históricamente_adverb_es
allegory_noun_en	alegoría_noun_es
petiole_noun_en	pecíolo_noun_es
difficult_adjective_en	difícil_adjective_es
penknife_noun_en	navaja_noun_es
scandium_noun_en	escandio_noun_es
afford_verb_en	proporcionar_verb_es
ceylon_propernoun_en	ceilán_propernoun_es
future_adjective_en	futuro_adjective_es
rightly_adverb_en	correctamente_adverb_es
teaspoonful_noun_en	cucharadita_noun_es
both_pronoun_en	ambos_pronoun_es
parcheesi_noun_en	parchís_noun_es
junction_noun_en	cruce_noun_es
law_noun_en	abogacía_noun_es
apocalyptical_adjective_en	apocalíptico_adjective_es
endogenous_adjective_en	endógeno_adjective_es
aniseed_noun_en	anís_noun_es
jauntily_adverb_en	con-desenfado_adverb_es
propellant_noun_en	propulsor_noun_es
handsome_adjective_en	guapo_adjective_es
much-longer_adverb_en	mucho-más_adverb_es
award_noun_en	galardón_noun_es
much_pronoun_en	mucho_pronoun_es
much_determiner_en	mucho_determiner_es
much_pronoun_en	mucho_pronoun_es
much_determiner_en	mucho_determiner_es
much_pronoun_en	mucho_pronoun_es
much_determiner_en	mucho_determiner_es
much_pronoun_en	mucho_pronoun_es
much_determiner_en	mucho_determiner_es
miscible_adjective_en	miscible_adjective_es
glider_noun_en	planeador_noun_es
becquerel_noun_en	becquerel_noun_es
infraorbital_adjective_en	infraorbital_adjective_es
agirre_propernoun_en	agirre_propernoun_es
herald_noun_en	heraldo_noun_es
military_adjective_en	militar_adjective_es
anti-doping-report_noun_en	memoria-antidopaje_noun_es
at-present_adverb_en	actualmente_adverb_es
corruptibility_noun_en	corruptibilidad_noun_es
inquiry_noun_en	indagación_noun_es
cork_propernoun_en	cork_propernoun_es
sudden_adjective_en	repentino_adjective_es
toxigenic_adjective_en	toxigénico_adjective_es
mask_verb_en	enmascarar_verb_es
thunder_verb_en	tronar_verb_es
exudation_noun_en	exudación_noun_es
so_adverb_en	tan_adverb_es
formulism_noun_en	formulismo_noun_es
millenarism_noun_en	milenarismo_noun_es
public-reading-net-of-the-basque-country_propernoun_en	red-de-lectura-pública-de-euskadi_propernoun_es
burden_noun_en	carga_noun_es
oil-rig_noun_en	torre-de-perforación_noun_es
reuse_noun_en	reutilización_noun_es
luppi_propernoun_en	luppi_propernoun_es
sheehan_propernoun_en	sheehan_propernoun_es
remain-unanswered_verb_en	seguir-sin-respuesta_verb_es
this-year_adverb_en	este-año_adverb_es
duque_propernoun_en	duque_propernoun_es
drift_noun_en	drift_noun_es
bidding_noun_en	puja_noun_es
capital-status_noun_en	capitalidad_noun_es
shoe-making_noun_en	manufactura-de-calzado_noun_es
explain_verb_en	contar_verb_es
clandestinely_adverb_en	clandestinamente_adverb_es
zapping_noun_en	zapping_noun_es
copy_verb_en	copiar_verb_es
austrian_adjective_en	austriaco_adjective_es
reign_noun_en	reinado_noun_es
selfish_adjective_en	egoísta_adjective_es
clumsiness_noun_en	torpeza_noun_es
unfairly_adverb_en	injustamente_adverb_es
camarilla_noun_en	camarilla_noun_es
constitute_verb_en	constituir_verb_es
ignasi_propernoun_en	ignasi_propernoun_es
aground_verb_en	encallar_verb_es
proof-of-purchase_noun_en	prueba-de-compra_noun_es
art-work_noun_en	obra-artística_noun_es
keep-to-the-left_verb_en	mantenerse-a-la-izquierda_verb_es
set-up_verb_en	poner-en-marcha_verb_es
homography_noun_en	homografía_noun_es
lymph_noun_en	linfa_noun_es
the-world-over_adverb_en	en-todo-el-mundo_adverb_es
payment_noun_en	pago_noun_es
gastro-intestinal_noun_en	gastrointestinal_noun_es
immediate_adjective_en	inmediato_adjective_es
pragmatically_adverb_en	pragmáticamente_adverb_es
increase-of-capital_noun_en	ampliación-de-capital_noun_es
hypnosis_noun_en	hipnosis_noun_es
hagiographical_adjective_en	hagiográfico_adjective_es
communally_adverb_en	comunalmente_adverb_es
corkscrew_noun_en	sacacorchos_noun_es
plate_noun_en	lámina_noun_es
impose_verb_en	imponer_verb_es
safflower_noun_en	alazor_noun_es
dynamometer_noun_en	dinamómetro_noun_es
guess_verb_en	adivinar_verb_es
inertial_adjective_en	inercial_adjective_es
alike_adjective_en	parecido_adjective_es
allman_propernoun_en	allman_propernoun_es
federal_adjective_en	federal_adjective_es
plurality_noun_en	pluralidad_noun_es
common-stock_noun_en	acción-primitiva_noun_es
parity_noun_en	paridad_noun_es
release_verb_en	soltar_verb_es
pawn_noun_en	peón_noun_es
update_noun_en	actualización_noun_es
deform_verb_en	deformar_verb_es
proportionally_adverb_en	proporcionalmente_adverb_es
disability_noun_en	discapacidad_noun_es
philadelphia_propernoun_en	filadelfia_propernoun_es
psychiatric_adjective_en	psiquiátrico_adjective_es
bend_noun_en	curva_noun_es
in-sight_adverb_en	a-la-vista_adverb_es
richard_propernoun_en	richard_propernoun_es
carpel_noun_en	carpelo_noun_es
alligator_noun_en	caimán_noun_es
